year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.0,404.0,449.0,474.0,789.0,860.0,752.0,688.0,790.0,745.0,590.0
20211010,10,0.0,288.0,326.0,356.0,717.0,917.0,765.0,742.0,753.0,769.0,434.0
20211013,13,0.0,330.0,329.0,346.0,684.0,782.0,642.0,533.0,673.0,636.0,501.0
20211023,23,0.0,378.0,377.0,383.0,716.0,849.0,658.0,553.0,584.0,688.0,492.0
20211028,28,0.0,403.0,439.0,415.0,655.0,708.0,620.0,548.0,632.0,643.0,525.0
20211030,30,0.0,408.0,473.0,487.0,839.0,846.0,681.0,745.0,751.0,739.0,541.0
20211122,53,0.0,559.0,645.0,603.0,595.0,691.0,537.0,531.0,573.0,618.0,806.0
20220106,98,0.0,460.0,455.0,404.0,522.0,502.0,462.0,433.0,495.0,518.0,509.0
20220212,135,0.0,628.0,662.0,666.0,822.0,872.0,687.0,684.0,750.0,822.0,716.0
20220227,150,0.0,590.0,573.0,526.0,553.0,745.0,650.0,638.0,635.0,573.0,546.0
20220309,160,0.0,377.0,445.0,431.0,758.0,852.0,738.0,569.0,583.0,680.0,457.0
20220312,163,0.0,251.0,257.0,261.0,483.0,739.0,640.0,405.0,466.0,443.0,328.0
20220319,170,0.0,275.0,273.0,304.0,599.0,628.0,481.0,475.0,455.0,563.0,336.0
20220322,173,0.0,288.0,319.0,316.0,531.0,806.0,708.0,553.0,544.0,547.0,380.0
20220324,175,0.0,411.0,444.0,446.0,821.0,972.0,859.0,738.0,738.0,785.0,532.0
20220327,178,0.0,505.0,513.0,514.0,811.0,924.0,833.0,732.0,778.0,812.0,606.0
20220329,180,0.0,485.0,535.0,563.0,1042.0,1222.0,1068.0,898.0,916.0,1000.0,683.0
20220416,198,0.0,247.0,300.0,357.0,809.0,976.0,894.0,684.0,769.0,794.0,501.0
20220418,200,0.0,292.0,337.0,477.0,953.0,1168.0,1015.0,832.0,808.0,877.0,607.0
20220426,208,0.0,264.0,362.0,445.0,986.0,1121.0,1006.0,774.0,897.0,897.0,603.0
20220503,215,0.0,429.0,504.0,633.0,1057.0,1241.0,1095.0,857.0,968.0,1002.0,816.0
20220508,220,0.0,340.0,427.0,591.0,1014.0,1324.0,1159.0,946.0,1068.0,1044.0,760.0
20220511,223,0.0,394.0,472.0,562.0,1179.0,1387.0,1347.0,1001.0,927.0,1124.0,748.0
20220518,230,0.0,419.0,505.0,634.0,1266.0,1430.0,1200.0,1064.0,1103.0,1200.0,811.0
20220602,245,0.0,503.0,836.0,1360.0,2507.0,1811.0,1584.0,1527.0,1974.0,2286.0,812.0
20220610,253,0.0,388.0,449.0,595.0,1046.0,1247.0,1068.0,883.0,847.0,956.0,820.0
20220622,265,0.0,512.0,555.0,707.0,1214.0,1428.0,1233.0,991.0,1072.0,1133.0,823.0
20220627,270,0.0,467.0,540.0,722.0,1243.0,1452.0,1209.0,1032.0,1181.0,1205.0,869.0
20220712,285,0.0,482.0,556.0,699.0,1159.0,1409.0,1247.0,989.0,1123.0,1147.0,888.0
20220720,293,0.0,662.0,716.0,683.0,1209.0,1425.0,1099.0,1007.0,1032.0,1159.0,926.0
20220804,308,0.0,432.0,451.0,599.0,1077.0,1235.0,1085.0,888.0,987.0,1018.0,700.0
20220809,313,0.0,364.0,406.0,531.0,1043.0,1246.0,1040.0,897.0,867.0,975.0,680.0
20220811,315,0.0,571.0,599.0,674.0,1148.0,1434.0,1287.0,971.0,1062.0,1110.0,883.0
20220816,320,0.0,599.0,619.0,783.0,1225.0,1447.0,1249.0,1106.0,1225.0,1153.0,920.0
20220903,338,0.0,270.0,363.0,412.0,847.0,1066.0,957.0,731.0,827.0,822.0,511.0
20220930,365,0.0,324.0,313.0,423.0,792.0,930.0,834.0,716.0,804.0,781.0,573.0
