year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.0,564.0,798.0,584.0,2763.0,1469.0,751.0,1079.0,2298.0,2482.0,2864.0
20221030,30,0.0,517.0,767.0,543.0,2647.0,1575.0,801.0,971.0,2029.0,2247.0,2698.0
20221102,33,0.0,454.0,711.0,504.0,3086.0,1533.0,791.0,1057.0,2427.0,2758.0,3475.0
20221114,45,0.0,488.0,800.0,613.0,3054.0,1595.0,874.0,1300.0,2388.0,2858.0,3426.0
20221127,58,0.0,518.0,783.0,611.0,2886.0,1578.0,897.0,1271.0,2351.0,2564.0,3477.0
20230116,108,0.0,396.0,506.0,604.0,1905.0,1531.0,984.0,894.0,1472.0,1628.0,2207.0
20230406,188,0.0,385.0,690.0,524.0,2671.0,2001.0,1264.0,1165.0,2252.0,2535.0,2748.0
20230421,203,0.0,406.0,711.0,501.0,2904.0,1824.0,1060.0,1117.0,2480.0,2605.0,2932.0
20230503,215,0.0,330.0,739.0,461.0,3576.0,1988.0,1098.0,1286.0,2995.0,3404.0,3558.0
20230508,220,0.0,339.0,755.0,396.0,3709.0,1939.0,976.0,1217.0,3056.0,3401.0,3749.0
20230513,225,0.0,329.0,749.0,433.0,4051.0,1907.0,983.0,1274.0,3330.0,3801.0,4009.0
20230526,238,0.0,442.0,854.0,550.0,3945.0,1893.0,993.0,1259.0,3129.0,3626.0,4033.0
20230528,240,0.0,408.0,813.0,569.0,3882.0,2015.0,1062.0,1222.0,3091.0,3536.0,3978.0
20230605,248,0.0,608.0,971.0,896.0,3826.0,2338.0,1313.0,1488.0,2872.0,3451.0,3776.0
20230607,250,0.0,691.0,1055.0,1058.0,4047.0,2657.0,1529.0,1568.0,3096.0,3651.0,4004.0
20230707,280,0.0,339.0,696.0,425.0,3669.0,2004.0,1039.0,1057.0,2916.0,3466.0,3673.0
20230715,288,0.0,438.0,806.0,546.0,3593.0,2014.0,1066.0,1097.0,2969.0,3376.0,3792.0
20230717,290,0.0,386.0,740.0,508.0,4044.0,2163.0,1084.0,1064.0,2991.0,3600.0,3838.0
20230816,320,0.0,160.0,571.0,213.0,4024.0,1618.0,692.0,863.0,3156.0,3611.0,4022.0
20230819,323,0.0,268.0,581.0,259.0,3654.0,1424.0,639.0,804.0,2782.0,3241.0,3761.0
20230824,328,0.0,306.0,622.0,345.0,3181.0,1665.0,809.0,937.0,2404.0,2806.0,3145.0
20230905,340,0.0,257.0,604.0,332.0,3147.0,1831.0,897.0,873.0,2343.0,2767.0,3200.0
20230908,343,0.0,317.0,627.0,408.0,2993.0,1686.0,861.0,817.0,2036.0,2650.0,2955.0
20230910,345,0.0,287.0,590.0,396.0,3102.0,1868.0,975.0,883.0,2156.0,2668.0,2790.0
20230915,350,0.0,286.0,567.0,372.0,3031.0,1807.0,916.0,878.0,2227.0,2598.0,2923.0
