year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.326209,951.0,1024.0,1002.0,1130.0,1092.0,842.0,958.0,1035.0,1117.0,1236.0
20221030,30,0.326209,983.0,1005.0,1042.0,1096.0,1022.0,798.0,965.0,1095.0,1107.0,1271.0
20221102,33,0.326209,555.0,595.0,547.0,927.0,840.0,669.0,666.0,828.0,850.0,832.0
20221114,45,0.326209,460.0,463.0,436.0,889.0,861.0,616.0,701.0,860.0,834.0,726.0
20221127,58,0.326209,350.0,411.0,366.0,853.0,794.0,620.0,621.0,798.0,776.0,802.0
20230116,108,0.326209,128.0,121.0,133.0,642.0,742.0,568.0,397.0,557.0,604.0,489.0
20230406,188,0.326209,602.0,585.0,622.0,672.0,696.0,636.0,504.0,639.0,576.0,661.0
20230421,203,0.326209,758.0,914.0,912.0,1162.0,1133.0,1012.0,973.0,1091.0,1154.0,1390.0
20230503,215,0.326209,567.0,879.0,708.0,1700.0,1352.0,1152.0,957.0,1505.0,1641.0,2064.0
20230508,220,0.326209,549.0,756.0,706.0,1630.0,1312.0,1120.0,894.0,1405.0,1570.0,1981.0
20230513,225,0.326209,487.0,713.0,643.0,1777.0,1359.0,1095.0,897.0,1582.0,1766.0,2004.0
20230526,238,0.326209,624.0,850.0,743.0,1979.0,1480.0,1049.0,1055.0,1659.0,1844.0,2314.0
20230528,240,0.326209,696.0,869.0,803.0,1839.0,1442.0,1183.0,998.0,1741.0,1840.0,2296.0
20230605,248,0.326209,633.0,770.0,686.0,1842.0,1408.0,1068.0,939.0,1619.0,1843.0,2103.0
20230612,255,0.326209,467.0,454.0,400.0,868.0,636.0,467.0,521.0,713.0,851.0,944.0
20230707,280,0.326209,496.0,693.0,662.0,1988.0,1536.0,1116.0,999.0,1719.0,1991.0,2367.0
20230715,288,0.326209,720.0,833.0,737.0,2001.0,1476.0,1088.0,1058.0,1601.0,1907.0,2094.0
20230816,320,0.326209,520.0,718.0,669.0,1885.0,1427.0,985.0,953.0,1519.0,1742.0,2147.0
20230819,323,0.326209,523.0,704.0,617.0,1651.0,1151.0,892.0,864.0,1343.0,1572.0,1847.0
20230821,325,0.326209,391.0,473.0,416.0,861.0,605.0,419.0,538.0,751.0,845.0,1031.0
20230824,328,0.326209,533.0,659.0,620.0,1643.0,1268.0,945.0,915.0,1354.0,1649.0,1980.0
20230905,340,0.326209,563.0,736.0,697.0,1684.0,1346.0,931.0,893.0,1404.0,1627.0,2134.0
20230908,343,0.326209,647.0,754.0,748.0,1700.0,1180.0,979.0,932.0,1398.0,1607.0,1990.0
20230910,345,0.326209,651.0,794.0,748.0,1773.0,1329.0,937.0,1016.0,1496.0,1806.0,2038.0
20230915,350,0.326209,647.0,813.0,774.0,1589.0,1205.0,951.0,790.0,1335.0,1448.0,2035.0
