year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.98272,269.0,459.0,323.0,1877.0,1005.0,758.0,738.0,1554.0,1753.0,1872.0
20211010,10,0.98272,206.0,365.0,249.0,1885.0,1191.0,644.0,914.0,1633.0,1829.0,1870.0
20211013,13,0.98272,237.0,321.0,270.0,1277.0,768.0,489.0,626.0,1083.0,1259.0,1264.0
20211023,23,0.98272,287.0,383.0,369.0,973.0,640.0,427.0,630.0,865.0,898.0,1015.0
20211028,28,0.98272,357.0,582.0,823.0,1672.0,1136.0,894.0,1182.0,1398.0,1546.0,1396.0
20211030,30,0.98272,355.0,594.0,805.0,1561.0,1136.0,919.0,1146.0,1408.0,1466.0,1536.0
20211122,53,0.98272,421.0,482.0,451.0,885.0,964.0,946.0,781.0,873.0,947.0,679.0
20220106,98,0.98272,659.0,633.0,636.0,674.0,711.0,660.0,571.0,679.0,692.0,811.0
20220212,135,0.98272,507.0,517.0,548.0,945.0,1070.0,904.0,798.0,845.0,876.0,740.0
20220227,150,0.98272,579.0,549.0,561.0,1028.0,1166.0,959.0,645.0,850.0,987.0,808.0
20220307,158,0.98272,364.0,401.0,398.0,937.0,1158.0,946.0,699.0,747.0,932.0,717.0
20220309,160,0.98272,338.0,395.0,425.0,992.0,1257.0,1100.0,807.0,921.0,976.0,784.0
20220312,163,0.98272,319.0,352.0,373.0,1033.0,1292.0,1010.0,729.0,712.0,938.0,765.0
20220314,165,0.98272,386.0,392.0,444.0,1108.0,1335.0,1114.0,633.0,850.0,832.0,825.0
20220319,170,0.98272,348.0,390.0,457.0,1167.0,1452.0,1152.0,827.0,911.0,1091.0,937.0
20220322,173,0.98272,339.0,389.0,433.0,1075.0,1311.0,994.0,771.0,863.0,884.0,821.0
20220324,175,0.98272,377.0,427.0,466.0,1116.0,1469.0,1202.0,852.0,898.0,962.0,938.0
20220327,178,0.98272,421.0,515.0,552.0,1139.0,1355.0,1088.0,832.0,1000.0,1089.0,999.0
20220329,180,0.98272,490.0,586.0,647.0,1352.0,1515.0,1223.0,911.0,1176.0,1203.0,1167.0
20220416,198,0.98272,318.0,495.0,436.0,1454.0,1273.0,984.0,811.0,1163.0,1258.0,1332.0
20220418,200,0.98272,274.0,475.0,428.0,1411.0,1392.0,963.0,890.0,1285.0,1318.0,1392.0
20220426,208,0.98272,339.0,626.0,423.0,1887.0,1356.0,907.0,1015.0,1665.0,1764.0,1883.0
20220503,215,0.98272,389.0,697.0,431.0,2582.0,1639.0,1038.0,1073.0,2265.0,2416.0,2513.0
20220508,220,0.98272,224.0,561.0,291.0,2837.0,1533.0,927.0,965.0,2305.0,2608.0,2781.0
20220511,223,0.98272,267.0,589.0,321.0,3009.0,1616.0,942.0,967.0,2460.0,2766.0,3071.0
20220516,228,0.98272,425.0,669.0,482.0,2767.0,1521.0,964.0,965.0,2140.0,2663.0,2688.0
20220610,253,0.98272,196.0,479.0,250.0,2895.0,1557.0,878.0,841.0,2411.0,2678.0,3070.0
20220622,265,0.98272,244.0,470.0,278.0,3029.0,1636.0,935.0,832.0,2326.0,2811.0,2917.0
20220627,270,0.98272,213.0,448.0,255.0,2916.0,1610.0,908.0,849.0,2415.0,2786.0,2866.0
20220712,285,0.98272,197.0,472.0,250.0,2933.0,1647.0,918.0,854.0,2494.0,2804.0,2944.0
20220720,293,0.98272,356.0,568.0,357.0,2483.0,1445.0,820.0,814.0,2010.0,2300.0,2566.0
20220725,298,0.98272,299.0,504.0,331.0,2496.0,1382.0,778.0,848.0,1929.0,2192.0,2543.0
20220804,308,0.98272,265.0,505.0,309.0,2367.0,1344.0,773.0,765.0,1834.0,2298.0,2460.0
20220809,313,0.98272,269.0,494.0,324.0,2186.0,1388.0,779.0,840.0,1984.0,2169.0,2408.0
20220903,338,0.98272,223.0,394.0,227.0,1822.0,980.0,571.0,693.0,1588.0,1760.0,2298.0
20220930,365,0.98272,245.0,390.0,287.0,2182.0,1264.0,702.0,799.0,1826.0,2045.0,2072.0
