year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.570388,588.0,748.0,673.0,1553.0,877.0,621.0,737.0,1238.0,1401.0,1583.0
20211010,10,0.570388,769.0,835.0,833.0,1643.0,1115.0,788.0,946.0,1298.0,1406.0,1712.0
20211013,13,0.570388,637.0,723.0,650.0,1502.0,949.0,622.0,715.0,1229.0,1285.0,1525.0
20211023,23,0.570388,728.0,719.0,622.0,1034.0,834.0,659.0,735.0,922.0,1003.0,968.0
20211028,28,0.570388,661.0,690.0,666.0,1158.0,816.0,607.0,816.0,1114.0,1101.0,1120.0
20211030,30,0.570388,786.0,892.0,960.0,1233.0,1032.0,815.0,1018.0,1205.0,1161.0,1349.0
20220121,113,0.570388,536.0,430.0,405.0,727.0,431.0,345.0,598.0,648.0,824.0,561.0
20220212,135,0.570388,551.0,523.0,549.0,800.0,728.0,613.0,675.0,788.0,715.0,735.0
20220307,158,0.570388,671.0,713.0,717.0,848.0,858.0,766.0,614.0,743.0,789.0,955.0
20220309,160,0.570388,875.0,894.0,949.0,940.0,1118.0,1015.0,896.0,905.0,912.0,1218.0
20220312,163,0.570388,654.0,688.0,740.0,924.0,1076.0,860.0,647.0,797.0,846.0,1037.0
20220314,165,0.570388,903.0,987.0,994.0,1073.0,1184.0,959.0,848.0,912.0,1052.0,1242.0
20220319,170,0.570388,886.0,940.0,1039.0,1218.0,1294.0,1124.0,854.0,1138.0,1112.0,1260.0
20220322,173,0.570388,724.0,751.0,794.0,965.0,1113.0,920.0,719.0,904.0,929.0,1094.0
20220324,175,0.570388,898.0,1012.0,1117.0,1246.0,1238.0,1073.0,951.0,1124.0,1035.0,1355.0
20220329,180,0.570388,965.0,1129.0,1232.0,1379.0,1558.0,1290.0,1122.0,1318.0,1420.0,1483.0
20220416,198,0.570388,661.0,844.0,781.0,1279.0,1199.0,1004.0,941.0,1102.0,1262.0,1438.0
20220418,200,0.570388,739.0,1090.0,1053.0,1525.0,1399.0,1153.0,1036.0,1278.0,1384.0,1613.0
20220426,208,0.570388,560.0,894.0,718.0,1527.0,1239.0,1020.0,967.0,1443.0,1510.0,1763.0
20220503,215,0.570388,585.0,977.0,650.0,2285.0,1492.0,1031.0,1008.0,1883.0,2067.0,2521.0
20220508,220,0.570388,594.0,868.0,660.0,2455.0,1530.0,937.0,995.0,2125.0,2440.0,2569.0
20220516,228,0.570388,611.0,829.0,654.0,2523.0,1448.0,953.0,1064.0,2083.0,2387.0,2566.0
20220518,230,0.570388,566.0,824.0,658.0,2461.0,1495.0,995.0,929.0,2069.0,2379.0,2605.0
20220605,248,0.570388,443.0,688.0,539.0,2735.0,1397.0,875.0,893.0,2264.0,2699.0,2754.0
20220622,265,0.570388,529.0,733.0,608.0,2581.0,1571.0,1014.0,924.0,2330.0,2493.0,2808.0
20220627,270,0.570388,536.0,734.0,607.0,2630.0,1546.0,998.0,851.0,2146.0,2541.0,2753.0
20220712,285,0.570388,578.0,810.0,644.0,2808.0,1679.0,1020.0,955.0,2005.0,2545.0,2934.0
20220720,293,0.570388,545.0,700.0,574.0,2430.0,1391.0,799.0,956.0,2032.0,2266.0,2561.0
20220725,298,0.570388,436.0,613.0,506.0,2283.0,1278.0,782.0,825.0,1828.0,2100.0,2391.0
20220804,308,0.570388,448.0,634.0,506.0,2161.0,1231.0,727.0,786.0,1785.0,2134.0,2354.0
20220809,313,0.570388,511.0,696.0,568.0,2532.0,1329.0,812.0,953.0,2038.0,2152.0,2459.0
20220903,338,0.570388,462.0,653.0,561.0,1876.0,1096.0,732.0,820.0,1622.0,1918.0,2168.0
20220930,365,0.570388,649.0,759.0,758.0,2028.0,1179.0,744.0,887.0,1656.0,1830.0,2093.0
