year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221030,30,0.0,1193.0,1311.0,1211.0,1661.0,1503.0,1155.0,1196.0,1509.0,1523.0,1937.0
20221102,33,0.0,895.0,880.0,903.0,1425.0,1183.0,952.0,1028.0,1321.0,1345.0,1324.0
20221114,45,0.0,919.0,945.0,914.0,1432.0,1261.0,981.0,1164.0,1303.0,1223.0,1404.0
20221127,58,0.0,438.0,471.0,405.0,680.0,806.0,616.0,653.0,797.0,683.0,703.0
20230116,108,0.0,500.0,474.0,449.0,694.0,812.0,588.0,565.0,570.0,646.0,639.0
20230421,203,0.0,1266.0,1462.0,1476.0,1732.0,1548.0,1380.0,1484.0,1623.0,1664.0,1989.0
20230503,215,0.0,1432.0,1692.0,1759.0,2042.0,1774.0,1586.0,1792.0,2013.0,1826.0,2243.0
20230508,220,0.0,1503.0,1676.0,1823.0,2144.0,1718.0,1529.0,1623.0,1980.0,1820.0,2209.0
20230513,225,0.0,1410.0,1686.0,1798.0,2157.0,1903.0,1685.0,1816.0,1820.0,1915.0,2221.0
20230526,238,0.0,1212.0,1423.0,1549.0,1940.0,1762.0,1523.0,1453.0,1801.0,1926.0,2038.0
20230528,240,0.0,1373.0,1554.0,1742.0,2044.0,1965.0,1765.0,1865.0,2117.0,2068.0,2231.0
20230605,248,0.0,1389.0,1497.0,1589.0,1772.0,1783.0,1509.0,1586.0,1816.0,1877.0,1950.0
20230707,280,0.0,1380.0,1629.0,1722.0,1954.0,1894.0,1611.0,1783.0,1803.0,1850.0,2064.0
20230710,283,0.0,1511.0,1532.0,1422.0,1680.0,1188.0,,1490.0,1676.0,1689.0,1534.0
20230715,288,0.0,1392.0,1532.0,1559.0,2180.0,1723.0,1409.0,1503.0,1775.0,1963.0,2103.0
20230816,320,0.0,1376.0,1614.0,1740.0,1943.0,1711.0,1505.0,1623.0,2078.0,1824.0,2128.0
20230819,323,0.0,1092.0,1279.0,1295.0,1709.0,1458.0,1234.0,1275.0,1564.0,1639.0,1809.0
20230824,328,0.0,1179.0,1275.0,1381.0,1653.0,1492.0,1224.0,1336.0,1479.0,1593.0,1870.0
20230905,340,0.0,1478.0,1771.0,1987.0,2264.0,1837.0,1545.0,1594.0,1983.0,1963.0,2439.0
20230908,343,0.0,1259.0,1355.0,1397.0,1753.0,1461.0,1268.0,1352.0,1591.0,1698.0,1966.0
20230910,345,0.0,1486.0,1749.0,1812.0,2034.0,1712.0,1577.0,1563.0,1977.0,1947.0,2312.0
20230915,350,0.0,1524.0,1754.0,1842.0,2016.0,1750.0,1366.0,1776.0,1754.0,1842.0,2257.0
20230925,360,0.0,1494.0,1751.0,1757.0,2027.0,1752.0,1478.0,1621.0,1791.0,2002.0,2270.0
