year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.923606,278.0,433.0,291.0,2089.0,890.0,468.0,636.0,1645.0,1972.0,2073.0
20211010,10,0.923606,197.0,343.0,223.0,2067.0,974.0,481.0,585.0,1602.0,1937.0,2035.0
20211013,13,0.923606,205.0,348.0,252.0,2057.0,964.0,469.0,690.0,1591.0,1841.0,2206.0
20211028,28,0.923606,268.0,474.0,475.0,1456.0,811.0,486.0,747.0,1117.0,1263.0,1474.0
20211030,30,0.923606,287.0,458.0,486.0,1458.0,946.0,543.0,732.0,1201.0,1330.0,1434.0
20211202,63,0.923606,153.0,211.0,214.0,1002.0,859.0,563.0,391.0,699.0,781.0,875.0
20220106,98,0.923606,153.0,153.0,172.0,800.0,654.0,500.0,328.0,547.0,652.0,712.0
20220121,113,0.923606,442.0,389.0,342.0,1037.0,635.0,469.0,489.0,805.0,850.0,934.0
20220128,120,0.923606,361.0,316.0,283.0,688.0,567.0,369.0,399.0,521.0,580.0,655.0
20220212,135,0.923606,272.0,282.0,294.0,867.0,748.0,549.0,387.0,735.0,868.0,866.0
20220307,158,0.923606,218.0,272.0,242.0,774.0,760.0,528.0,373.0,547.0,668.0,752.0
20220309,160,0.923606,273.0,282.0,288.0,878.0,856.0,590.0,371.0,702.0,711.0,824.0
20220312,163,0.923606,259.0,261.0,274.0,771.0,851.0,618.0,418.0,648.0,713.0,782.0
20220314,165,0.923606,307.0,336.0,351.0,947.0,955.0,730.0,404.0,762.0,769.0,918.0
20220319,170,0.923606,265.0,324.0,324.0,994.0,1104.0,806.0,615.0,737.0,814.0,918.0
20220322,173,0.923606,285.0,346.0,351.0,884.0,996.0,718.0,447.0,654.0,758.0,951.0
20220324,175,0.923606,323.0,396.0,399.0,1077.0,1213.0,878.0,558.0,803.0,985.0,1066.0
20220416,198,0.923606,271.0,404.0,372.0,1444.0,1076.0,759.0,676.0,1123.0,1231.0,1281.0
20220418,200,0.923606,282.0,451.0,368.0,1373.0,1205.0,892.0,739.0,1203.0,1229.0,1328.0
20220426,208,0.923606,287.0,543.0,330.0,1684.0,1133.0,751.0,789.0,1316.0,1532.0,1666.0
20220503,215,0.923606,247.0,596.0,276.0,2561.0,1422.0,822.0,945.0,2193.0,2483.0,2584.0
20220508,220,0.923606,206.0,589.0,259.0,2862.0,1466.0,872.0,1002.0,2426.0,2783.0,3070.0
20220516,228,0.923606,365.0,628.0,405.0,2915.0,1368.0,819.0,884.0,2302.0,2736.0,3093.0
20220518,230,0.923606,173.0,519.0,214.0,3387.0,1491.0,818.0,896.0,2740.0,3160.0,3602.0
20220605,248,0.923606,246.0,483.0,288.0,3074.0,1306.0,727.0,745.0,2385.0,2933.0,3273.0
20220622,265,0.923606,193.0,451.0,250.0,3293.0,1544.0,795.0,741.0,2566.0,3167.0,3362.0
20220627,270,0.923606,166.0,458.0,256.0,3235.0,1561.0,784.0,792.0,2351.0,2940.0,3258.0
20220712,285,0.923606,238.0,490.0,234.0,3343.0,1554.0,811.0,840.0,2610.0,2981.0,3484.0
20220720,293,0.923606,300.0,485.0,280.0,2600.0,1308.0,672.0,734.0,1965.0,2355.0,2838.0
20220725,298,0.923606,185.0,415.0,226.0,2736.0,1224.0,629.0,738.0,1993.0,2576.0,2789.0
20220804,308,0.923606,195.0,405.0,224.0,2322.0,1110.0,576.0,597.0,1758.0,2126.0,2599.0
20220809,313,0.923606,197.0,436.0,229.0,2507.0,1227.0,627.0,687.0,1973.0,2209.0,2613.0
20220903,338,0.923606,158.0,374.0,161.0,2431.0,1074.0,537.0,600.0,1955.0,2404.0,2749.0
20220930,365,0.923606,233.0,379.0,246.0,2244.0,1104.0,557.0,740.0,1791.0,2148.0,2447.0
