year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.310022,404.0,519.0,469.0,1506.0,1047.0,779.0,731.0,1246.0,1373.0,1236.0
20211010,10,0.310022,389.0,550.0,525.0,1544.0,1171.0,861.0,833.0,1299.0,1484.0,1187.0
20211013,13,0.310022,390.0,493.0,444.0,1083.0,823.0,572.0,634.0,1030.0,1107.0,1015.0
20211023,23,0.310022,363.0,340.0,332.0,680.0,545.0,372.0,494.0,563.0,603.0,504.0
20211028,28,0.310022,451.0,517.0,507.0,1202.0,919.0,706.0,694.0,938.0,1003.0,924.0
20211030,30,0.310022,552.0,632.0,603.0,1290.0,1091.0,827.0,922.0,1157.0,1180.0,1097.0
20211122,53,0.310022,416.0,442.0,468.0,963.0,977.0,797.0,715.0,876.0,848.0,888.0
20211202,63,0.310022,516.0,569.0,608.0,951.0,1092.0,884.0,753.0,859.0,1004.0,908.0
20220106,98,0.310022,430.0,451.0,480.0,795.0,890.0,815.0,613.0,746.0,745.0,734.0
20220212,135,0.310022,654.0,706.0,748.0,1097.0,1193.0,1039.0,873.0,987.0,1053.0,1120.0
20220307,158,0.310022,721.0,819.0,834.0,1229.0,1331.0,1162.0,963.0,1104.0,1150.0,1196.0
20220309,160,0.310022,632.0,732.0,768.0,1167.0,1297.0,1113.0,936.0,1002.0,1112.0,1088.0
20220312,163,0.310022,750.0,828.0,920.0,1313.0,1450.0,1226.0,1021.0,1148.0,1240.0,1265.0
20220314,165,0.310022,823.0,864.0,970.0,1357.0,1532.0,1289.0,1120.0,1246.0,1286.0,1235.0
20220319,170,0.310022,778.0,841.0,937.0,1481.0,1582.0,1366.0,1131.0,1319.0,1367.0,1338.0
20220322,173,0.310022,646.0,727.0,764.0,1114.0,1326.0,1099.0,861.0,967.0,1113.0,1134.0
20220324,175,0.310022,789.0,848.0,940.0,1259.0,1450.0,1231.0,1033.0,1163.0,1173.0,1225.0
20220327,178,0.310022,845.0,940.0,990.0,1478.0,1551.0,1402.0,1133.0,1327.0,1346.0,1414.0
20220329,180,0.310022,800.0,877.0,964.0,1419.0,1584.0,1322.0,1195.0,1286.0,1315.0,1297.0
20220411,193,0.310022,771.0,896.0,959.0,1579.0,1567.0,1240.0,1222.0,1418.0,1490.0,1407.0
20220416,198,0.310022,630.0,763.0,768.0,1404.0,1359.0,1157.0,1009.0,1181.0,1260.0,1257.0
20220418,200,0.310022,588.0,781.0,786.0,1439.0,1506.0,1293.0,1059.0,1297.0,1341.0,1348.0
20220426,208,0.310022,488.0,611.0,640.0,1427.0,1311.0,1011.0,959.0,1265.0,1424.0,1315.0
20220503,215,0.310022,594.0,747.0,703.0,1929.0,1634.0,1355.0,1326.0,1732.0,1785.0,1599.0
20220508,220,0.310022,610.0,765.0,683.0,1954.0,1551.0,1230.0,1151.0,1729.0,1934.0,1875.0
20220511,223,0.310022,573.0,710.0,687.0,2167.0,1504.0,1026.0,1057.0,1736.0,2051.0,2050.0
20220516,228,0.310022,606.0,830.0,724.0,2207.0,1461.0,1095.0,1100.0,1793.0,2040.0,2144.0
20220518,230,0.310022,645.0,808.0,772.0,2375.0,1473.0,1052.0,1006.0,1855.0,2265.0,1995.0
20220610,253,0.310022,486.0,712.0,565.0,2534.0,1591.0,1172.0,1161.0,2243.0,2546.0,2440.0
20220622,265,0.310022,501.0,692.0,681.0,2405.0,1576.0,1078.0,967.0,2005.0,2331.0,2398.0
20220627,270,0.310022,549.0,788.0,690.0,2304.0,1560.0,1101.0,1079.0,1947.0,2301.0,2396.0
20220712,285,0.310022,524.0,693.0,593.0,2259.0,1515.0,1118.0,928.0,1875.0,2087.0,2256.0
20220720,293,0.310022,606.0,783.0,692.0,2228.0,1464.0,994.0,1058.0,1864.0,2067.0,2202.0
20220725,298,0.310022,508.0,680.0,617.0,2038.0,1391.0,996.0,899.0,1740.0,1966.0,2201.0
20220804,308,0.310022,528.0,652.0,586.0,2124.0,1387.0,963.0,999.0,1862.0,2013.0,2009.0
20220809,313,0.310022,517.0,664.0,593.0,1981.0,1324.0,943.0,914.0,1672.0,1806.0,1892.0
20220930,365,0.310022,417.0,500.0,410.0,1784.0,1072.0,712.0,872.0,1629.0,1792.0,1302.0
