year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.024155,645.0,789.0,762.0,1066.0,860.0,775.0,746.0,933.0,944.0,1016.0
20211010,10,0.024155,569.0,660.0,681.0,1000.0,962.0,794.0,802.0,877.0,888.0,889.0
20211013,13,0.024155,507.0,553.0,590.0,779.0,778.0,628.0,638.0,723.0,789.0,758.0
20211028,28,0.024155,522.0,561.0,575.0,772.0,763.0,681.0,638.0,746.0,735.0,675.0
20211030,30,0.024155,527.0,610.0,621.0,804.0,875.0,738.0,779.0,857.0,810.0,739.0
20211122,53,0.024155,240.0,270.0,258.0,578.0,605.0,494.0,455.0,518.0,511.0,434.0
20211202,63,0.024155,276.0,349.0,394.0,773.0,870.0,821.0,787.0,808.0,838.0,634.0
20220106,98,0.024155,218.0,231.0,322.0,623.0,609.0,628.0,496.0,566.0,569.0,395.0
20220212,135,0.024155,587.0,617.0,748.0,951.0,907.0,733.0,900.0,872.0,934.0,760.0
20220307,158,0.024155,525.0,613.0,633.0,734.0,790.0,716.0,615.0,713.0,755.0,791.0
20220309,160,0.024155,633.0,683.0,718.0,904.0,983.0,874.0,848.0,950.0,895.0,821.0
20220312,163,0.024155,619.0,628.0,709.0,793.0,907.0,764.0,624.0,752.0,785.0,869.0
20220314,165,0.024155,661.0,732.0,744.0,986.0,1022.0,953.0,804.0,948.0,945.0,905.0
20220322,173,0.024155,607.0,717.0,741.0,809.0,980.0,810.0,681.0,728.0,845.0,888.0
20220324,175,0.024155,674.0,772.0,859.0,1010.0,1120.0,1012.0,870.0,1023.0,1015.0,955.0
20220329,180,0.024155,770.0,841.0,901.0,1175.0,1191.0,1030.0,974.0,1067.0,1166.0,1070.0
20220416,198,0.024155,641.0,715.0,787.0,1032.0,1018.0,922.0,832.0,895.0,930.0,1045.0
20220418,200,0.024155,583.0,667.0,803.0,1074.0,1110.0,950.0,864.0,938.0,1034.0,977.0
20220423,205,0.024155,667.0,782.0,894.0,1195.0,1279.0,1098.0,1059.0,1098.0,1134.0,1097.0
20220426,208,0.024155,670.0,802.0,815.0,1133.0,1116.0,943.0,964.0,1053.0,1217.0,1147.0
20220503,215,0.024155,700.0,834.0,904.0,1365.0,1321.0,1131.0,1034.0,1246.0,1314.0,1315.0
20220506,218,0.024155,621.0,719.0,717.0,1112.0,863.0,678.0,790.0,981.0,1134.0,1058.0
20220508,220,0.024155,662.0,755.0,859.0,1396.0,1331.0,1117.0,1029.0,1295.0,1324.0,1290.0
20220511,223,0.024155,777.0,962.0,986.0,1557.0,1454.0,1112.0,1148.0,1326.0,1465.0,1615.0
20220516,228,0.024155,763.0,873.0,927.0,1641.0,1332.0,1115.0,1052.0,1455.0,1555.0,1535.0
20220518,230,0.024155,739.0,944.0,963.0,1556.0,1404.0,1182.0,1064.0,1378.0,1495.0,1492.0
20220610,253,0.024155,892.0,1005.0,947.0,1490.0,1375.0,1096.0,1073.0,1405.0,1463.0,1597.0
20220622,265,0.024155,684.0,780.0,855.0,1453.0,1397.0,1129.0,991.0,1294.0,1414.0,1476.0
20220627,270,0.024155,662.0,848.0,919.0,1589.0,1494.0,1173.0,1017.0,1400.0,1544.0,1529.0
20220702,275,0.024155,819.0,857.0,917.0,1491.0,1443.0,1235.0,1065.0,1314.0,1445.0,1510.0
20220712,285,0.024155,676.0,805.0,842.0,1390.0,1342.0,1116.0,914.0,1216.0,1318.0,1409.0
20220720,293,0.024155,719.0,809.0,885.0,1418.0,1283.0,1005.0,946.0,1293.0,1377.0,1432.0
20220725,298,0.024155,650.0,774.0,780.0,1419.0,1233.0,1000.0,967.0,1239.0,1347.0,1372.0
20220804,308,0.024155,658.0,776.0,754.0,1183.0,1056.0,891.0,831.0,1045.0,1145.0,1293.0
20220809,313,0.024155,670.0,774.0,849.0,1365.0,1257.0,965.0,1006.0,1195.0,1298.0,1416.0
20220930,365,0.024155,679.0,748.0,804.0,1259.0,1091.0,841.0,870.0,1028.0,1094.0,1209.0
