year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211010,10,0.04294,940.0,1106.0,1277.0,1905.0,1850.0,1535.0,1526.0,1755.0,1906.0,1878.0
20211013,13,0.04294,1111.0,1242.0,1408.0,1862.0,1724.0,1360.0,1589.0,1772.0,1791.0,1871.0
20211028,28,0.04294,1134.0,1321.0,1462.0,1696.0,1543.0,1263.0,1552.0,1646.0,1636.0,1767.0
20211030,30,0.04294,1503.0,1738.0,1893.0,2354.0,1998.0,1607.0,2139.0,2211.0,2289.0,2470.0
20211122,53,0.04294,1320.0,1281.0,1368.0,1420.0,1364.0,1184.0,1343.0,1364.0,1379.0,1477.0
20220106,98,0.04294,1388.0,1260.0,1184.0,1174.0,1088.0,966.0,1322.0,1324.0,1282.0,1242.0
20220212,135,0.04294,1577.0,1649.0,1738.0,2047.0,1726.0,1395.0,1937.0,2064.0,1973.0,1927.0
20220307,158,0.04294,1833.0,2002.0,2174.0,2253.0,2045.0,1694.0,2315.0,2239.0,2196.0,2461.0
20220309,160,0.04294,1485.0,1654.0,1777.0,2166.0,2066.0,1730.0,2024.0,2112.0,2106.0,2193.0
20220312,163,0.04294,1948.0,2163.0,2348.0,2538.0,2260.0,1820.0,2444.0,2500.0,2494.0,2611.0
20220314,165,0.04294,1863.0,1941.0,2099.0,2446.0,2355.0,1926.0,2352.0,2496.0,2316.0,2540.0
20220322,173,0.04294,1997.0,2175.0,2320.0,2526.0,2225.0,1784.0,2394.0,2539.0,2460.0,2621.0
20220324,175,0.04294,1660.0,1809.0,1963.0,2296.0,2345.0,1855.0,2179.0,2323.0,2304.0,2310.0
20220327,178,0.04294,1682.0,1869.0,1951.0,2144.0,1836.0,1434.0,2057.0,2011.0,2144.0,2156.0
20220329,180,0.04294,1653.0,1789.0,1952.0,2313.0,2292.0,1924.0,2202.0,2264.0,2344.0,2259.0
20220411,193,0.04294,1728.0,1374.0,978.0,1111.0,1145.0,802.0,1081.0,1074.0,1034.0,1729.0
20220416,198,0.04294,1434.0,1576.0,1727.0,2078.0,2023.0,1701.0,1858.0,2000.0,2031.0,2057.0
20220418,200,0.04294,1032.0,1175.0,1309.0,1956.0,2021.0,1659.0,1754.0,1926.0,1992.0,1787.0
20220426,208,0.04294,1346.0,1469.0,1654.0,2070.0,1986.0,1617.0,1816.0,2062.0,2000.0,2090.0
20220503,215,0.04294,1103.0,1295.0,1388.0,2130.0,2053.0,1674.0,1671.0,1912.0,1970.0,1932.0
20220506,218,0.04294,1329.0,1488.0,1609.0,2327.0,2142.0,1766.0,1964.0,2210.0,2228.0,2088.0
20220508,220,0.04294,1106.0,1283.0,1408.0,2067.0,2046.0,1667.0,1727.0,1896.0,1978.0,1983.0
20220511,223,0.04294,1064.0,1113.0,1200.0,1702.0,1512.0,1207.0,1373.0,1557.0,1671.0,1634.0
20220516,228,0.04294,1290.0,1403.0,1461.0,2008.0,1870.0,1551.0,1658.0,1899.0,1932.0,1951.0
20220518,230,0.04294,1094.0,1226.0,1292.0,2190.0,2106.0,1671.0,1682.0,2017.0,2000.0,1908.0
20220610,253,0.04294,1192.0,1276.0,1398.0,1943.0,2028.0,1628.0,1717.0,1827.0,1859.0,1824.0
20220622,265,0.04294,1158.0,1300.0,1430.0,2103.0,2089.0,1716.0,1726.0,1898.0,1986.0,1895.0
20220627,270,0.04294,1045.0,1209.0,1333.0,1997.0,1962.0,1618.0,1731.0,1847.0,1832.0,1790.0
20220712,285,0.04294,1074.0,1233.0,1318.0,1985.0,2048.0,1727.0,1690.0,2083.0,1936.0,1851.0
20220720,293,0.04294,1370.0,1683.0,1983.0,2323.0,2191.0,1703.0,2107.0,2297.0,2331.0,2296.0
20220725,298,0.04294,1661.0,1623.0,1603.0,2238.0,2107.0,1698.0,2026.0,2178.0,2136.0,2234.0
20220804,308,0.04294,1134.0,1304.0,1447.0,2018.0,1978.0,1594.0,1769.0,1921.0,1932.0,1917.0
20220809,313,0.04294,1082.0,1298.0,1313.0,1924.0,1938.0,1543.0,1621.0,1760.0,1865.0,1864.0
20220811,315,0.04294,1281.0,1411.0,1488.0,2110.0,2214.0,1832.0,1750.0,1959.0,2119.0,2034.0
