year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.005052,402.0,512.0,459.0,1692.0,1169.0,904.0,779.0,1394.0,1522.0,1584.0
20211010,10,0.005052,333.0,452.0,440.0,1999.0,1275.0,870.0,858.0,1537.0,1794.0,1753.0
20211013,13,0.005052,323.0,355.0,343.0,1379.0,962.0,640.0,739.0,1063.0,1247.0,1358.0
20211023,23,0.005052,393.0,469.0,458.0,1845.0,1304.0,956.0,916.0,1626.0,1781.0,1655.0
20211028,28,0.005052,417.0,484.0,496.0,1554.0,1108.0,869.0,789.0,1257.0,1396.0,1646.0
20211030,30,0.005052,387.0,460.0,506.0,1733.0,1221.0,840.0,954.0,1413.0,1607.0,1516.0
20211122,53,0.005052,374.0,495.0,609.0,1378.0,1251.0,1061.0,863.0,1167.0,1415.0,1103.0
20220106,98,0.005052,437.0,537.0,495.0,964.0,893.0,684.0,563.0,775.0,812.0,1095.0
20220212,135,0.005052,390.0,445.0,478.0,1045.0,1043.0,816.0,585.0,826.0,926.0,867.0
20220307,158,0.005052,338.0,374.0,410.0,1130.0,1198.0,934.0,661.0,849.0,933.0,839.0
20220309,160,0.005052,389.0,495.0,542.0,1179.0,1380.0,1125.0,927.0,1181.0,1084.0,1060.0
20220312,163,0.005052,340.0,347.0,419.0,1237.0,1389.0,1089.0,738.0,955.0,1029.0,883.0
20220314,165,0.005052,415.0,500.0,490.0,1215.0,1454.0,1229.0,881.0,1074.0,1242.0,991.0
20220319,170,0.005052,488.0,568.0,670.0,1401.0,1595.0,1265.0,1017.0,1164.0,1319.0,1125.0
20220322,173,0.005052,386.0,455.0,462.0,1302.0,1446.0,1151.0,808.0,1088.0,1035.0,995.0
20220324,175,0.005052,476.0,539.0,616.0,1400.0,1496.0,1279.0,1035.0,1251.0,1428.0,1233.0
20220327,178,0.005052,508.0,648.0,677.0,1568.0,1582.0,1270.0,1051.0,1358.0,1451.0,1326.0
20220416,198,0.005052,495.0,629.0,641.0,1767.0,1477.0,1231.0,1017.0,1440.0,1543.0,1554.0
20220418,200,0.005052,609.0,775.0,867.0,1866.0,1706.0,1321.0,1210.0,1638.0,1767.0,1701.0
20220423,205,0.005052,632.0,770.0,797.0,1992.0,1803.0,1363.0,1306.0,1722.0,1735.0,1972.0
20220426,208,0.005052,612.0,784.0,776.0,1931.0,1612.0,1232.0,1062.0,1638.0,1749.0,1914.0
20220503,215,0.005052,773.0,979.0,974.0,2453.0,1915.0,1412.0,1312.0,2088.0,2244.0,2449.0
20220511,223,0.005052,824.0,925.0,957.0,2708.0,1962.0,1371.0,1404.0,2269.0,2570.0,2801.0
20220516,228,0.005052,887.0,1091.0,1046.0,2603.0,1759.0,1308.0,1298.0,2130.0,2415.0,2502.0
20220518,230,0.005052,746.0,1021.0,1007.0,2914.0,2021.0,1459.0,1348.0,2510.0,2785.0,2891.0
20220610,253,0.005052,864.0,1064.0,1075.0,2983.0,1881.0,1314.0,1360.0,2483.0,2832.0,2906.0
20220622,265,0.005052,922.0,1163.0,1220.0,3035.0,2150.0,1475.0,1499.0,2546.0,2793.0,3054.0
20220627,270,0.005052,888.0,1166.0,1191.0,2979.0,2132.0,1497.0,1466.0,2505.0,2706.0,2911.0
20220712,285,0.005052,880.0,1167.0,1177.0,3093.0,2106.0,1476.0,1450.0,2577.0,2884.0,3059.0
20220720,293,0.005052,914.0,1069.0,1078.0,2534.0,1830.0,1283.0,1344.0,2060.0,2370.0,2512.0
20220725,298,0.005052,858.0,1061.0,1062.0,2446.0,1745.0,1240.0,1308.0,2032.0,2283.0,2403.0
20220804,308,0.005052,771.0,990.0,973.0,2494.0,1746.0,1200.0,1244.0,2068.0,2289.0,2449.0
20220809,313,0.005052,716.0,874.0,907.0,2404.0,1715.0,1194.0,1216.0,1952.0,2217.0,2316.0
20220816,320,0.005052,702.0,895.0,976.0,2844.0,1873.0,1268.0,1389.0,2410.0,2615.0,2496.0
20220930,365,0.005052,399.0,501.0,552.0,1914.0,1387.0,946.0,964.0,1515.0,1781.0,1766.0
