year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.002908,778.0,806.0,801.0,934.0,1047.0,821.0,837.0,874.0,938.0,933.0
20221030,30,0.002908,808.0,859.0,858.0,1002.0,1131.0,958.0,864.0,1020.0,935.0,999.0
20221102,33,0.002908,796.0,813.0,886.0,1275.0,1330.0,1259.0,1032.0,1213.0,1205.0,1215.0
20221114,45,0.002908,498.0,567.0,501.0,855.0,1067.0,954.0,758.0,846.0,842.0,685.0
20221127,58,0.002908,470.0,598.0,764.0,893.0,1262.0,1090.0,844.0,896.0,905.0,883.0
20230116,108,0.002908,366.0,473.0,695.0,842.0,1294.0,1191.0,823.0,857.0,854.0,940.0
20230421,203,0.002908,576.0,652.0,683.0,987.0,1069.0,1027.0,828.0,900.0,909.0,846.0
20230503,215,0.002908,673.0,690.0,845.0,1318.0,1380.0,1190.0,1063.0,1189.0,1129.0,1103.0
20230508,220,0.002908,546.0,691.0,751.0,1176.0,1314.0,1146.0,942.0,1061.0,1081.0,1001.0
20230513,225,0.002908,694.0,757.0,817.0,1352.0,1434.0,1184.0,857.0,1066.0,1182.0,1158.0
20230526,238,0.002908,603.0,705.0,745.0,1247.0,1352.0,1113.0,959.0,1113.0,1187.0,1199.0
20230528,240,0.002908,653.0,810.0,859.0,1423.0,1509.0,1324.0,1086.0,1354.0,1401.0,1339.0
20230605,248,0.002908,635.0,705.0,741.0,1300.0,1363.0,1155.0,866.0,1124.0,1162.0,1138.0
20230607,250,0.002908,673.0,731.0,777.0,1294.0,1310.0,1083.0,962.0,1214.0,1295.0,1162.0
20230707,280,0.002908,617.0,737.0,839.0,1298.0,1534.0,1301.0,1090.0,1217.0,1261.0,1321.0
20230816,320,0.002908,547.0,697.0,760.0,1067.0,1307.0,1117.0,873.0,1132.0,1162.0,1119.0
20230819,323,0.002908,517.0,643.0,696.0,1097.0,1120.0,1013.0,859.0,930.0,970.0,904.0
20230824,328,0.002908,504.0,666.0,676.0,950.0,1109.0,921.0,796.0,926.0,981.0,876.0
20230905,340,0.002908,585.0,700.0,731.0,1118.0,1253.0,1076.0,711.0,869.0,898.0,952.0
20230908,343,0.002908,590.0,600.0,684.0,1021.0,1041.0,961.0,694.0,815.0,962.0,910.0
20230910,345,0.002908,629.0,712.0,759.0,1105.0,1183.0,1010.0,785.0,1050.0,1054.0,1021.0
20230915,350,0.002908,593.0,677.0,743.0,1154.0,1289.0,1050.0,902.0,931.0,959.0,928.0
20230925,360,0.002908,596.0,693.0,752.0,1016.0,1144.0,1002.0,846.0,995.0,1033.0,983.0
