year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.10265,614.0,826.0,759.0,2241.0,1453.0,878.0,1092.0,1832.0,2070.0,2508.0
20221030,30,0.10265,646.0,777.0,787.0,2461.0,1598.0,928.0,1128.0,1829.0,2115.0,2400.0
20221102,33,0.10265,422.0,611.0,604.0,2139.0,1313.0,812.0,927.0,1615.0,1872.0,2092.0
20221114,45,0.10265,574.0,697.0,712.0,1884.0,1428.0,962.0,1205.0,1558.0,1889.0,1828.0
20221127,58,0.10265,619.0,666.0,645.0,1433.0,1242.0,866.0,987.0,1095.0,1207.0,1334.0
20230116,108,0.10265,376.0,401.0,450.0,1117.0,1142.0,857.0,676.0,785.0,934.0,1064.0
20230421,203,0.10265,324.0,674.0,358.0,3020.0,1366.0,822.0,1018.0,2303.0,2858.0,3601.0
20230503,215,0.10265,241.0,709.0,279.0,3739.0,1488.0,807.0,1088.0,3050.0,3487.0,4406.0
20230508,220,0.10265,260.0,593.0,244.0,3955.0,1396.0,705.0,846.0,3054.0,3761.0,4326.0
20230513,225,0.10265,292.0,596.0,323.0,3946.0,1469.0,776.0,997.0,2973.0,3528.0,4531.0
20230526,238,0.10265,415.0,773.0,586.0,3391.0,1549.0,847.0,1047.0,2802.0,3373.0,4133.0
20230528,240,0.10265,467.0,801.0,708.0,3824.0,1847.0,961.0,1192.0,2830.0,3306.0,4164.0
20230605,248,0.10265,543.0,882.0,809.0,3447.0,1824.0,968.0,1307.0,2691.0,3132.0,3899.0
20230707,280,0.10265,365.0,737.0,527.0,3315.0,1915.0,992.0,870.0,2392.0,2817.0,3522.0
20230715,288,0.10265,570.0,877.0,660.0,3271.0,1766.0,979.0,1047.0,2374.0,3033.0,3445.0
20230819,323,0.10265,347.0,613.0,375.0,2947.0,1401.0,706.0,805.0,2121.0,2912.0,3283.0
20230824,328,0.10265,335.0,585.0,384.0,3134.0,1474.0,725.0,781.0,2139.0,2686.0,3199.0
20230905,340,0.10265,301.0,579.0,405.0,2999.0,1580.0,820.0,830.0,2404.0,2573.0,3282.0
20230908,343,0.10265,320.0,583.0,425.0,2661.0,1402.0,737.0,787.0,2010.0,2265.0,3008.0
20230910,345,0.10265,333.0,628.0,489.0,2714.0,1619.0,887.0,806.0,2039.0,2395.0,2950.0
20230915,350,0.10265,312.0,593.0,521.0,2596.0,1558.0,882.0,757.0,2102.0,2265.0,2985.0
