year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211010,10,0.034265,432.0,631.0,512.0,1624.0,1197.0,890.0,784.0,1391.0,1419.0,2043.0
20211013,13,0.034265,579.0,731.0,625.0,1807.0,1222.0,818.0,833.0,1460.0,1613.0,2291.0
20211023,23,0.034265,348.0,602.0,557.0,1203.0,889.0,570.0,703.0,935.0,1067.0,1464.0
20211028,28,0.034265,435.0,700.0,690.0,1483.0,1097.0,787.0,836.0,1129.0,1217.0,1855.0
20211030,30,0.034265,525.0,828.0,809.0,1524.0,1229.0,848.0,964.0,1290.0,1385.0,1971.0
20211202,63,0.034265,466.0,547.0,577.0,887.0,977.0,767.0,687.0,732.0,827.0,820.0
20220106,98,0.034265,406.0,422.0,475.0,761.0,766.0,659.0,548.0,669.0,646.0,674.0
20220212,135,0.034265,514.0,585.0,644.0,1066.0,1056.0,834.0,720.0,925.0,895.0,1143.0
20220307,158,0.034265,503.0,598.0,638.0,951.0,1162.0,1034.0,703.0,831.0,884.0,986.0
20220309,160,0.034265,559.0,622.0,728.0,1112.0,1289.0,1104.0,790.0,922.0,1012.0,1189.0
20220312,163,0.034265,557.0,605.0,657.0,1077.0,1318.0,1087.0,771.0,874.0,1022.0,1076.0
20220314,165,0.034265,599.0,687.0,787.0,1179.0,1366.0,1160.0,843.0,971.0,1074.0,1218.0
20220322,173,0.034265,556.0,677.0,691.0,1175.0,1324.0,1116.0,845.0,1001.0,1107.0,1177.0
20220324,175,0.034265,632.0,781.0,802.0,1296.0,1397.0,1201.0,908.0,1095.0,1174.0,1287.0
20220418,200,0.034265,620.0,735.0,754.0,1529.0,1486.0,1306.0,986.0,1295.0,1348.0,1381.0
20220426,208,0.034265,579.0,740.0,728.0,1439.0,1414.0,1236.0,936.0,1260.0,1352.0,1408.0
20220503,215,0.034265,709.0,842.0,863.0,1745.0,1536.0,1248.0,986.0,1562.0,1618.0,1597.0
20220508,220,0.034265,637.0,764.0,781.0,1605.0,1594.0,1327.0,996.0,1460.0,1513.0,1636.0
20220518,230,0.034265,729.0,870.0,906.0,1782.0,1672.0,1410.0,1029.0,1487.0,1638.0,1681.0
20220602,245,0.034265,849.0,950.0,993.0,1857.0,1804.0,1475.0,1131.0,1546.0,1699.0,1721.0
20220610,253,0.034265,784.0,842.0,897.0,1571.0,1655.0,1355.0,1030.0,1415.0,1593.0,1573.0
20220622,265,0.034265,699.0,875.0,891.0,1683.0,1675.0,1326.0,979.0,1464.0,1592.0,1674.0
20220627,270,0.034265,700.0,840.0,933.0,1628.0,1696.0,1394.0,1068.0,1422.0,1479.0,1503.0
20220712,285,0.034265,744.0,844.0,871.0,1686.0,1668.0,1347.0,1007.0,1485.0,1556.0,1574.0
20220720,293,0.034265,755.0,872.0,869.0,1572.0,1584.0,1276.0,1031.0,1426.0,1570.0,1495.0
20220725,298,0.034265,720.0,788.0,804.0,1639.0,1462.0,1214.0,955.0,1317.0,1508.0,1484.0
20220804,308,0.034265,717.0,854.0,875.0,1614.0,1477.0,1240.0,942.0,1285.0,1478.0,1564.0
20220809,313,0.034265,704.0,860.0,845.0,1601.0,1533.0,1233.0,1017.0,1292.0,1564.0,1486.0
20220811,315,0.034265,631.0,677.0,684.0,1109.0,1057.0,809.0,695.0,983.0,1022.0,1183.0
20220903,338,0.034265,693.0,886.0,736.0,1512.0,1336.0,1052.0,926.0,1346.0,1445.0,1754.0
20220930,365,0.034265,596.0,764.0,672.0,1595.0,1283.0,972.0,934.0,1409.0,1467.0,1832.0
