year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.344467,490.0,607.0,627.0,1305.0,992.0,803.0,756.0,1286.0,1199.0,1032.0
20211010,10,0.344467,466.0,506.0,604.0,1277.0,1022.0,820.0,893.0,1195.0,1323.0,976.0
20211013,13,0.344467,464.0,552.0,641.0,1388.0,1146.0,776.0,895.0,1131.0,1409.0,1089.0
20211028,28,0.344467,450.0,534.0,576.0,959.0,811.0,709.0,799.0,950.0,919.0,936.0
20211030,30,0.344467,506.0,558.0,687.0,1010.0,950.0,733.0,845.0,1126.0,1110.0,1004.0
20211122,53,0.344467,90.0,84.0,104.0,347.0,397.0,304.0,208.0,341.0,310.0,266.0
20211202,63,0.344467,16.0,-25.0,-36.0,85.0,67.0,63.0,-26.0,-9.0,41.0,45.0
20220106,98,0.344467,164.0,106.0,41.0,520.0,565.0,414.0,272.0,407.0,439.0,287.0
20220212,135,0.344467,450.0,524.0,633.0,957.0,894.0,813.0,674.0,1048.0,743.0,751.0
20220307,158,0.344467,459.0,520.0,548.0,898.0,1027.0,907.0,764.0,714.0,883.0,780.0
20220309,160,0.344467,451.0,513.0,618.0,790.0,1000.0,998.0,923.0,952.0,998.0,799.0
20220312,163,0.344467,522.0,527.0,619.0,710.0,1085.0,904.0,765.0,668.0,711.0,762.0
20220314,165,0.344467,561.0,560.0,708.0,777.0,1128.0,989.0,980.0,818.0,861.0,857.0
20220322,173,0.344467,459.0,552.0,627.0,901.0,1149.0,928.0,854.0,852.0,901.0,769.0
20220324,175,0.344467,560.0,657.0,602.0,974.0,1364.0,1027.0,811.0,925.0,1086.0,944.0
20220327,178,0.344467,478.0,565.0,629.0,931.0,1238.0,1035.0,702.0,948.0,1024.0,888.0
20220329,180,0.344467,580.0,661.0,689.0,1380.0,1485.0,1136.0,1031.0,1019.0,1068.0,996.0
20220416,198,0.344467,368.0,487.0,491.0,944.0,976.0,877.0,801.0,980.0,875.0,982.0
20220418,200,0.344467,327.0,533.0,546.0,1155.0,1297.0,1177.0,1033.0,1060.0,1091.0,1087.0
20220423,205,0.344467,466.0,585.0,638.0,1463.0,1402.0,1284.0,910.0,1411.0,1283.0,1275.0
20220426,208,0.344467,425.0,558.0,524.0,1324.0,1276.0,1095.0,998.0,1179.0,1426.0,1234.0
20220503,215,0.344467,461.0,699.0,623.0,1510.0,1457.0,1212.0,1049.0,1454.0,1510.0,1566.0
20220508,220,0.344467,506.0,674.0,646.0,1763.0,1536.0,1174.0,1038.0,1590.0,1607.0,1464.0
20220516,228,0.344467,633.0,767.0,790.0,1997.0,1473.0,1167.0,1044.0,1729.0,1892.0,1729.0
20220518,230,0.344467,479.0,695.0,692.0,1723.0,1529.0,1269.0,1046.0,1504.0,1764.0,1539.0
20220602,245,0.344467,601.0,543.0,506.0,697.0,672.0,490.0,589.0,676.0,691.0,759.0
20220605,248,0.344467,572.0,728.0,808.0,2059.0,1523.0,1259.0,1034.0,1759.0,1934.0,1742.0
20220610,253,0.344467,421.0,540.0,614.0,1747.0,1546.0,1201.0,917.0,1288.0,1663.0,1480.0
20220622,265,0.344467,441.0,611.0,727.0,1767.0,1532.0,1289.0,997.0,1616.0,1739.0,1491.0
20220627,270,0.344467,471.0,606.0,707.0,1728.0,1660.0,1304.0,915.0,1408.0,1710.0,1484.0
20220702,275,0.344467,546.0,671.0,761.0,1828.0,1601.0,1234.0,1055.0,1746.0,1802.0,1688.0
20220712,285,0.344467,455.0,617.0,718.0,1865.0,1624.0,1198.0,1123.0,1366.0,1661.0,1581.0
20220720,293,0.344467,488.0,673.0,675.0,1727.0,1433.0,1043.0,866.0,1447.0,1690.0,1469.0
20220725,298,0.344467,410.0,607.0,658.0,1540.0,1359.0,1029.0,844.0,1327.0,1557.0,1304.0
20220804,308,0.344467,453.0,608.0,657.0,1609.0,1349.0,1113.0,829.0,1463.0,1547.0,1385.0
20220809,313,0.344467,460.0,554.0,595.0,1636.0,1375.0,1016.0,1073.0,1445.0,1399.0,1404.0
20220811,315,0.344467,728.0,838.0,855.0,2022.0,1695.0,1280.0,1334.0,1684.0,1671.0,1729.0
20220903,338,0.344467,382.0,512.0,514.0,1339.0,1112.0,995.0,677.0,1368.0,1374.0,1166.0
20220930,365,0.344467,426.0,505.0,649.0,1247.0,1164.0,891.0,670.0,1137.0,1254.0,1031.0
