year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.0,646.0,988.0,836.0,2065.0,1650.0,1216.0,1206.0,1825.0,2001.0,2627.0
20211013,13,0.0,705.0,907.0,858.0,2097.0,1494.0,1110.0,1232.0,1829.0,1983.0,2216.0
20211023,23,0.0,804.0,1034.0,916.0,2216.0,1615.0,1185.0,1266.0,1768.0,2038.0,2687.0
20211030,30,0.0,1267.0,1605.0,1629.0,2549.0,1931.0,1695.0,1732.0,2453.0,2154.0,3184.0
20220212,135,0.0,1228.0,1370.0,1446.0,2197.0,1937.0,1567.0,1540.0,1893.0,2029.0,2198.0
20220227,150,0.0,1481.0,1686.0,1737.0,2441.0,1922.0,1574.0,1651.0,2098.0,2409.0,2884.0
20220307,158,0.0,676.0,901.0,867.0,1930.0,1715.0,1411.0,1171.0,1716.0,1779.0,2323.0
20220309,160,0.0,1088.0,1390.0,1389.0,2314.0,1957.0,1704.0,1661.0,2258.0,2349.0,3137.0
20220314,165,0.0,934.0,1315.0,1356.0,2452.0,2068.0,1695.0,1536.0,2054.0,2072.0,3064.0
20220319,170,0.0,937.0,1206.0,1235.0,2528.0,2012.0,1712.0,1678.0,2310.0,2342.0,3067.0
20220322,173,0.0,666.0,939.0,901.0,2080.0,1757.0,1412.0,1338.0,1829.0,1988.0,2532.0
20220324,175,0.0,970.0,1294.0,1239.0,2180.0,2015.0,1656.0,1481.0,1932.0,2007.0,2952.0
20220327,178,0.0,813.0,1085.0,1060.0,2301.0,1922.0,1560.0,1496.0,1980.0,2124.0,2637.0
20220329,180,0.0,610.0,728.0,664.0,1123.0,871.0,608.0,853.0,1155.0,1114.0,1619.0
20220411,193,0.0,827.0,1147.0,1071.0,2487.0,2026.0,1619.0,1711.0,2298.0,2472.0,3187.0
20220416,198,0.0,627.0,931.0,876.0,2305.0,1800.0,1477.0,1386.0,2044.0,2192.0,2893.0
20220418,200,0.0,684.0,951.0,888.0,2468.0,1854.0,1532.0,1503.0,2340.0,2334.0,2938.0
20220423,205,0.0,773.0,1108.0,969.0,2659.0,2094.0,1669.0,1647.0,2529.0,2750.0,3140.0
20220426,208,0.0,622.0,947.0,919.0,2534.0,1851.0,1489.0,1373.0,2157.0,2210.0,2913.0
20220503,215,0.0,747.0,1075.0,1091.0,2105.0,1871.0,1442.0,1283.0,1833.0,2013.0,2680.0
20220508,220,0.0,719.0,1033.0,1090.0,2415.0,1936.0,1541.0,1493.0,2032.0,2344.0,2729.0
20220511,223,0.0,847.0,1174.0,1246.0,2573.0,2135.0,1643.0,1614.0,2261.0,2456.0,2935.0
20220516,228,0.0,902.0,1152.0,1223.0,2375.0,1918.0,1545.0,1458.0,1904.0,2229.0,2560.0
20220518,230,0.0,802.0,1066.0,1178.0,2479.0,1967.0,1568.0,1535.0,2048.0,2307.0,2688.0
20220605,248,0.0,982.0,1231.0,1243.0,2422.0,1933.0,1554.0,1516.0,2040.0,2351.0,2588.0
20220622,265,0.0,766.0,1023.0,1130.0,2038.0,1979.0,1577.0,1388.0,1864.0,1868.0,2337.0
20220627,270,0.0,762.0,1023.0,1119.0,2294.0,2038.0,1619.0,1456.0,1870.0,2217.0,2322.0
20220702,275,0.0,874.0,1127.0,1231.0,2403.0,2235.0,1743.0,1525.0,2074.0,2229.0,2530.0
20220712,285,0.0,772.0,1000.0,1061.0,2359.0,2018.0,1561.0,1333.0,1877.0,2122.0,2180.0
20220720,293,0.0,881.0,1071.0,1159.0,2182.0,1928.0,1518.0,1433.0,1826.0,2069.0,2300.0
20220725,298,0.0,789.0,999.0,1092.0,2089.0,1872.0,1486.0,1282.0,1707.0,1834.0,2124.0
20220804,308,0.0,863.0,1075.0,1186.0,2088.0,1997.0,1640.0,1443.0,1763.0,1970.0,2217.0
20220809,313,0.0,841.0,1082.0,1251.0,2162.0,2011.0,1591.0,1469.0,1916.0,2070.0,2298.0
20220811,315,0.0,910.0,1056.0,1181.0,2001.0,1886.0,1455.0,1330.0,1724.0,1859.0,2139.0
20220816,320,0.0,919.0,1166.0,1262.0,2553.0,2191.0,1710.0,1660.0,2100.0,2416.0,2551.0
20220925,360,0.0,882.0,1171.0,1084.0,2467.0,1820.0,1502.0,1549.0,2136.0,2291.0,2938.0
20220930,365,0.0,688.0,1115.0,926.0,2992.0,2082.0,1523.0,1540.0,2702.0,2927.0,3625.0
