year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.011695,929.0,982.0,1184.0,1340.0,1356.0,1150.0,1192.0,1266.0,1325.0,1414.0
20221030,30,0.011695,921.0,975.0,995.0,1256.0,1214.0,1079.0,1121.0,1317.0,1231.0,1233.0
20221102,33,0.011695,718.0,674.0,775.0,952.0,927.0,824.0,878.0,934.0,902.0,932.0
20221114,45,0.011695,738.0,724.0,793.0,1027.0,1043.0,883.0,945.0,994.0,964.0,879.0
20221127,58,0.011695,476.0,496.0,460.0,532.0,653.0,537.0,563.0,611.0,534.0,563.0
20230116,108,0.011695,638.0,646.0,778.0,873.0,881.0,707.0,843.0,904.0,847.0,854.0
20230406,188,0.011695,920.0,1010.0,1246.0,1290.0,1496.0,1352.0,1125.0,1193.0,1207.0,1401.0
20230421,203,0.011695,848.0,935.0,1124.0,1191.0,1354.0,1262.0,1100.0,1155.0,1237.0,1314.0
20230503,215,0.011695,1059.0,1170.0,1416.0,1636.0,1642.0,1552.0,1429.0,1581.0,1627.0,1706.0
20230508,220,0.011695,916.0,1120.0,1231.0,1524.0,1615.0,1464.0,1307.0,1484.0,1470.0,1622.0
20230513,225,0.011695,1005.0,1087.0,1253.0,1714.0,1638.0,1491.0,1380.0,1624.0,1611.0,1612.0
20230526,238,0.011695,815.0,925.0,943.0,1441.0,1479.0,1299.0,1104.0,1368.0,1386.0,1343.0
20230528,240,0.011695,978.0,1103.0,1146.0,1483.0,1497.0,1347.0,1146.0,1475.0,1517.0,1643.0
20230605,248,0.011695,798.0,916.0,963.0,1416.0,1425.0,1260.0,1041.0,1243.0,1320.0,1337.0
20230607,250,0.011695,1006.0,1130.0,1228.0,1640.0,1600.0,1381.0,1247.0,1526.0,1596.0,1697.0
20230707,280,0.011695,1037.0,1122.0,1268.0,1671.0,1646.0,1403.0,1340.0,1618.0,1704.0,1782.0
20230715,288,0.011695,856.0,936.0,996.0,1528.0,1458.0,1254.0,1131.0,1445.0,1546.0,1369.0
20230816,320,0.011695,1038.0,1166.0,1247.0,1697.0,1566.0,1320.0,1292.0,1619.0,1563.0,1638.0
20230819,323,0.011695,739.0,857.0,901.0,1346.0,1232.0,1113.0,992.0,1186.0,1225.0,1256.0
20230821,325,0.011695,1269.0,1353.0,1414.0,1984.0,1780.0,1503.0,1485.0,1823.0,1999.0,2058.0
20230824,328,0.011695,748.0,817.0,862.0,1418.0,1312.0,1109.0,979.0,1262.0,1427.0,1258.0
20230905,340,0.011695,961.0,1088.0,1255.0,1515.0,1514.0,1333.0,1161.0,1443.0,1548.0,1690.0
20230908,343,0.011695,735.0,851.0,878.0,1327.0,1305.0,1180.0,1020.0,1182.0,1209.0,1266.0
20230910,345,0.011695,951.0,1100.0,1169.0,1552.0,1433.0,1261.0,1168.0,1305.0,1468.0,1534.0
