year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.282781,662.0,856.0,842.0,1725.0,1489.0,1061.0,1065.0,1390.0,1523.0,1521.0
20221030,30,0.282781,751.0,835.0,853.0,1401.0,1564.0,1266.0,1003.0,1244.0,1305.0,1463.0
20221102,33,0.282781,563.0,668.0,702.0,1510.0,1416.0,1218.0,888.0,1215.0,1265.0,1328.0
20221114,45,0.282781,650.0,769.0,816.0,1486.0,1599.0,1372.0,1113.0,1296.0,1401.0,1498.0
20221127,58,0.282781,473.0,570.0,649.0,1302.0,1484.0,1221.0,978.0,1141.0,1199.0,1436.0
20230116,108,0.282781,349.0,422.0,521.0,1049.0,1468.0,1259.0,835.0,825.0,920.0,1093.0
20230421,203,0.282781,591.0,723.0,718.0,1454.0,1324.0,1105.0,989.0,1269.0,1371.0,1544.0
20230508,220,0.282781,453.0,702.0,653.0,1779.0,1298.0,937.0,1006.0,1550.0,1666.0,1834.0
20230513,225,0.282781,466.0,722.0,626.0,2280.0,1447.0,1052.0,1025.0,1945.0,2143.0,2079.0
20230526,238,0.282781,453.0,724.0,538.0,2232.0,1260.0,840.0,937.0,1962.0,2165.0,2417.0
20230528,240,0.282781,449.0,719.0,558.0,2517.0,1389.0,914.0,957.0,2151.0,2371.0,2386.0
20230605,248,0.282781,419.0,670.0,515.0,2273.0,1279.0,812.0,920.0,1948.0,2303.0,2349.0
20230607,250,0.282781,557.0,795.0,639.0,2582.0,1537.0,1042.0,1006.0,2147.0,2433.0,2629.0
20230707,280,0.282781,358.0,579.0,418.0,2488.0,1410.0,953.0,900.0,2029.0,2339.0,2505.0
20230715,288,0.282781,537.0,716.0,524.0,2232.0,1212.0,783.0,871.0,1902.0,2110.0,2477.0
20230816,320,0.282781,265.0,517.0,397.0,2214.0,1144.0,712.0,749.0,1765.0,1963.0,2276.0
20230819,323,0.282781,336.0,546.0,415.0,1955.0,989.0,615.0,713.0,1669.0,1822.0,2099.0
20230821,325,0.282781,458.0,722.0,541.0,2574.0,1426.0,837.0,1041.0,2222.0,2382.0,2562.0
20230824,328,0.282781,336.0,527.0,371.0,1998.0,1151.0,710.0,792.0,1744.0,1882.0,2216.0
20230905,340,0.282781,308.0,493.0,411.0,2168.0,1209.0,747.0,787.0,1782.0,2031.0,1989.0
20230908,343,0.282781,368.0,567.0,452.0,1959.0,1004.0,616.0,753.0,1589.0,1806.0,1985.0
20230910,345,0.282781,352.0,558.0,414.0,2040.0,1084.0,680.0,757.0,1550.0,1860.0,1870.0
