year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.0,628.0,656.0,648.0,1372.0,1010.0,815.0,823.0,1120.0,1260.0,1208.0
20211010,10,0.0,509.0,553.0,575.0,1167.0,977.0,814.0,733.0,975.0,1019.0,948.0
20211013,13,0.0,576.0,582.0,676.0,1294.0,1052.0,769.0,836.0,1001.0,1176.0,1066.0
20211023,23,0.0,643.0,637.0,672.0,1134.0,1015.0,788.0,787.0,1056.0,1070.0,897.0
20211028,28,0.0,489.0,501.0,555.0,1151.0,920.0,818.0,778.0,888.0,1046.0,666.0
20211030,30,0.0,481.0,497.0,506.0,1084.0,983.0,746.0,766.0,975.0,1091.0,669.0
20211122,53,0.0,306.0,273.0,255.0,401.0,397.0,296.0,300.0,303.0,356.0,326.0
20211202,63,0.0,801.0,899.0,975.0,1170.0,1174.0,975.0,993.0,1106.0,1137.0,1340.0
20220106,98,0.0,773.0,783.0,824.0,945.0,999.0,912.0,744.0,830.0,895.0,1119.0
20220212,135,0.0,444.0,449.0,487.0,956.0,1033.0,894.0,748.0,875.0,899.0,627.0
20220307,158,0.0,600.0,669.0,737.0,1097.0,1117.0,1028.0,859.0,980.0,1045.0,896.0
20220309,160,0.0,537.0,598.0,664.0,1011.0,1156.0,957.0,796.0,867.0,969.0,846.0
20220312,163,0.0,671.0,688.0,774.0,1152.0,1251.0,1065.0,928.0,1069.0,1117.0,932.0
20220314,165,0.0,614.0,613.0,703.0,1073.0,1186.0,1035.0,858.0,966.0,1003.0,880.0
20220322,173,0.0,646.0,685.0,798.0,1217.0,1279.0,1108.0,959.0,1104.0,1197.0,982.0
20220324,175,0.0,627.0,694.0,776.0,1116.0,1212.0,1053.0,890.0,1034.0,1062.0,1056.0
20220327,178,0.0,757.0,845.0,908.0,1467.0,1308.0,1163.0,1029.0,1239.0,1259.0,1287.0
20220329,180,0.0,738.0,856.0,950.0,1326.0,1351.0,1164.0,1075.0,1192.0,1270.0,1330.0
20220416,198,0.0,721.0,853.0,904.0,1563.0,1254.0,1124.0,1053.0,1412.0,1390.0,1712.0
20220418,200,0.0,673.0,783.0,862.0,1607.0,1260.0,1052.0,1018.0,1468.0,1527.0,1771.0
20220423,205,0.0,720.0,842.0,884.0,1827.0,1348.0,1109.0,1011.0,1453.0,1590.0,1926.0
20220426,208,0.0,715.0,848.0,857.0,1971.0,1302.0,1115.0,1105.0,1701.0,1919.0,2087.0
20220503,215,0.0,758.0,908.0,963.0,2096.0,1389.0,1100.0,1078.0,1859.0,2018.0,2125.0
20220508,220,0.0,608.0,801.0,783.0,1821.0,1267.0,1024.0,994.0,1663.0,1764.0,2066.0
20220511,223,0.0,890.0,1086.0,1116.0,2288.0,1593.0,1177.0,1278.0,1957.0,2226.0,2674.0
20220516,228,0.0,836.0,1023.0,969.0,2151.0,1379.0,1138.0,1168.0,1806.0,2041.0,2337.0
20220518,230,0.0,635.0,830.0,822.0,2041.0,1338.0,1049.0,1009.0,1732.0,1998.0,2246.0
20220605,248,0.0,932.0,1111.0,1053.0,2408.0,1538.0,1193.0,1294.0,2059.0,2255.0,2602.0
20220610,253,0.0,674.0,870.0,861.0,2267.0,1526.0,1128.0,1167.0,1898.0,2067.0,2514.0
20220622,265,0.0,607.0,788.0,879.0,1969.0,1487.0,1151.0,1048.0,1569.0,1827.0,2079.0
20220627,270,0.0,671.0,792.0,871.0,1859.0,1509.0,1201.0,1097.0,1599.0,1646.0,2068.0
20220702,275,0.0,659.0,816.0,898.0,1825.0,1534.0,1188.0,1053.0,1533.0,1668.0,2115.0
20220712,285,0.0,623.0,732.0,835.0,1797.0,1477.0,1150.0,1042.0,1647.0,1697.0,2102.0
20220720,293,0.0,821.0,983.0,1032.0,1889.0,1486.0,1135.0,1144.0,1563.0,1786.0,2106.0
20220725,298,0.0,701.0,872.0,947.0,1852.0,1393.0,1134.0,1091.0,1531.0,1686.0,2023.0
20220804,308,0.0,735.0,881.0,963.0,1661.0,1325.0,1120.0,1069.0,1420.0,1567.0,1858.0
20220809,313,0.0,813.0,897.0,983.0,1674.0,1416.0,1124.0,1132.0,1426.0,1591.0,1962.0
20220811,315,0.0,777.0,906.0,999.0,1730.0,1492.0,1179.0,1085.0,1491.0,1590.0,1891.0
20220903,338,0.0,691.0,825.0,793.0,1679.0,1202.0,1007.0,983.0,1376.0,1589.0,1921.0
20220930,365,0.0,468.0,566.0,544.0,1390.0,1050.0,817.0,763.0,1216.0,1304.0,1583.0
