year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.129411,924.0,975.0,970.0,1351.0,1249.0,976.0,1068.0,1215.0,1306.0,1503.0
20221030,30,0.129411,821.0,909.0,902.0,1253.0,1189.0,955.0,981.0,1187.0,1183.0,1485.0
20221102,33,0.129411,775.0,903.0,979.0,1400.0,1247.0,1123.0,1066.0,1281.0,1299.0,1489.0
20221114,45,0.129411,710.0,791.0,864.0,1080.0,1026.0,875.0,915.0,1058.0,1039.0,1264.0
20221127,58,0.129411,782.0,897.0,1123.0,939.0,984.0,767.0,873.0,915.0,984.0,1478.0
20230116,108,0.129411,715.0,759.0,1009.0,1046.0,1052.0,854.0,909.0,1047.0,985.0,1167.0
20230421,203,0.129411,822.0,966.0,975.0,1294.0,1372.0,1225.0,1099.0,1262.0,1265.0,1300.0
20230503,215,0.129411,792.0,860.0,892.0,1505.0,1444.0,1190.0,1021.0,1369.0,1458.0,1437.0
20230508,220,0.129411,686.0,830.0,809.0,1433.0,1388.0,1168.0,940.0,1323.0,1393.0,1394.0
20230513,225,0.129411,613.0,733.0,747.0,1623.0,1448.0,1153.0,969.0,1443.0,1527.0,1444.0
20230526,238,0.129411,713.0,805.0,830.0,1744.0,1510.0,1189.0,1046.0,1509.0,1689.0,1584.0
20230528,240,0.129411,623.0,757.0,793.0,1687.0,1470.0,1179.0,938.0,1428.0,1604.0,1556.0
20230605,248,0.129411,751.0,816.0,831.0,1728.0,1504.0,1196.0,1045.0,1472.0,1663.0,1569.0
20230612,255,0.129411,988.0,1021.0,1039.0,2120.0,1844.0,1448.0,1294.0,1762.0,1944.0,1802.0
20230707,280,0.129411,805.0,865.0,927.0,1663.0,1483.0,1187.0,1002.0,1406.0,1560.0,1547.0
20230816,320,0.129411,643.0,729.0,765.0,1438.0,1323.0,1041.0,869.0,1212.0,1338.0,1331.0
20230819,323,0.129411,659.0,779.0,833.0,1495.0,1266.0,1028.0,971.0,1312.0,1394.0,1394.0
20230824,328,0.129411,582.0,685.0,702.0,1342.0,1270.0,988.0,922.0,1207.0,1290.0,1295.0
20230905,340,0.129411,544.0,637.0,641.0,1296.0,1203.0,992.0,785.0,1127.0,1223.0,1137.0
20230908,343,0.129411,579.0,698.0,699.0,1305.0,1175.0,996.0,887.0,1172.0,1259.0,1173.0
20230910,345,0.129411,577.0,688.0,680.0,1312.0,1208.0,995.0,828.0,1116.0,1229.0,1210.0
20230915,350,0.129411,643.0,667.0,711.0,1320.0,1207.0,979.0,832.0,1157.0,1250.0,1272.0
20230925,360,0.129411,687.0,805.0,835.0,1394.0,1222.0,980.0,867.0,1228.0,1311.0,1346.0
