year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.0,612.0,973.0,725.0,3436.0,1908.0,1072.0,1417.0,2619.0,3079.0,3886.0
20221030,30,0.0,572.0,853.0,701.0,3241.0,2037.0,1129.0,1336.0,2515.0,2831.0,3591.0
20221102,33,0.0,442.0,724.0,632.0,3332.0,1893.0,1156.0,1387.0,2632.0,2890.0,3231.0
20221114,45,0.0,533.0,803.0,712.0,3019.0,2039.0,1234.0,1589.0,2501.0,2695.0,2845.0
20221127,58,0.0,593.0,774.0,716.0,2631.0,1811.0,1102.0,1363.0,2087.0,2312.0,2638.0
20230116,108,0.0,446.0,764.0,731.0,2500.0,2125.0,1460.0,1430.0,2054.0,2208.0,2742.0
20230421,203,0.0,556.0,918.0,718.0,3266.0,2121.0,1302.0,1549.0,2812.0,3035.0,3414.0
20230503,215,0.0,486.0,926.0,688.0,3760.0,2214.0,1317.0,1698.0,3046.0,3341.0,3771.0
20230508,220,0.0,502.0,962.0,781.0,3425.0,2373.0,1425.0,1580.0,2723.0,3031.0,3380.0
20230513,225,0.0,543.0,1000.0,924.0,3632.0,2413.0,1432.0,1609.0,2833.0,3188.0,3500.0
20230526,238,0.0,481.0,844.0,635.0,3944.0,2209.0,1217.0,1281.0,2977.0,3606.0,3982.0
20230528,240,0.0,451.0,824.0,620.0,3991.0,2324.0,1226.0,1218.0,3088.0,3588.0,4046.0
20230605,248,0.0,658.0,1056.0,998.0,4051.0,2675.0,1531.0,1590.0,3103.0,3635.0,4043.0
20230715,288,0.0,713.0,1053.0,907.0,4150.0,2569.0,1437.0,1655.0,3213.0,3770.0,4216.0
20230819,323,0.0,405.0,785.0,436.0,4021.0,1981.0,983.0,1153.0,3154.0,3704.0,4202.0
20230821,325,0.0,412.0,679.0,426.0,3528.0,1849.0,943.0,1222.0,2830.0,3270.0,3418.0
20230824,328,0.0,433.0,810.0,546.0,4092.0,2154.0,1050.0,1181.0,3180.0,3758.0,4358.0
20230905,340,0.0,362.0,692.0,474.0,3784.0,2188.0,1117.0,1120.0,2912.0,3407.0,3956.0
20230908,343,0.0,569.0,839.0,608.0,3703.0,2265.0,1220.0,1238.0,2811.0,3345.0,3871.0
20230910,345,0.0,501.0,876.0,762.0,3716.0,2513.0,1378.0,1370.0,2763.0,3332.0,3829.0
20230915,350,0.0,389.0,804.0,639.0,3552.0,2112.0,1132.0,1335.0,2787.0,3169.0,3725.0
