year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.205008,523.0,613.0,589.0,1178.0,891.0,587.0,772.0,1005.0,1125.0,1314.0
20221030,30,0.205008,488.0,630.0,590.0,1169.0,937.0,653.0,840.0,1071.0,1133.0,1224.0
20221102,33,0.205008,445.0,528.0,546.0,1085.0,904.0,672.0,773.0,1057.0,1047.0,1043.0
20221114,45,0.205008,453.0,524.0,442.0,833.0,671.0,541.0,613.0,810.0,791.0,894.0
20221127,58,0.205008,208.0,232.0,198.0,486.0,418.0,304.0,263.0,367.0,430.0,576.0
20230116,108,0.205008,249.0,241.0,204.0,416.0,432.0,354.0,256.0,370.0,372.0,442.0
20230421,203,0.205008,728.0,868.0,908.0,1371.0,1235.0,1059.0,983.0,1230.0,1231.0,1324.0
20230508,220,0.205008,633.0,883.0,917.0,1990.0,1676.0,1374.0,1198.0,1763.0,1990.0,1885.0
20230513,225,0.205008,635.0,832.0,858.0,2003.0,1474.0,1374.0,1093.0,1757.0,1890.0,1868.0
20230526,238,0.205008,629.0,785.0,737.0,2134.0,1332.0,967.0,1043.0,1769.0,2063.0,2022.0
20230528,240,0.205008,564.0,768.0,749.0,2219.0,1431.0,1089.0,1034.0,1897.0,2088.0,2120.0
20230605,248,0.205008,694.0,831.0,808.0,2179.0,1368.0,984.0,1055.0,1787.0,2042.0,2005.0
20230707,280,0.205008,778.0,934.0,871.0,2071.0,1378.0,1010.0,981.0,1763.0,1983.0,2164.0
20230816,320,0.205008,487.0,712.0,682.0,1980.0,1224.0,901.0,858.0,1620.0,1721.0,2175.0
20230819,323,0.205008,504.0,646.0,621.0,1763.0,1064.0,761.0,800.0,1451.0,1636.0,1814.0
20230824,328,0.205008,481.0,631.0,636.0,1867.0,1217.0,849.0,852.0,1567.0,1742.0,1903.0
20230905,340,0.205008,451.0,693.0,668.0,1990.0,1243.0,837.0,853.0,1690.0,1883.0,2318.0
20230908,343,0.205008,439.0,634.0,576.0,1952.0,1085.0,776.0,890.0,1617.0,1807.0,2068.0
20230910,345,0.205008,493.0,674.0,630.0,2113.0,1220.0,834.0,898.0,1680.0,1947.0,2271.0
20230915,350,0.205008,398.0,604.0,550.0,2168.0,1263.0,799.0,880.0,1870.0,2087.0,2388.0
20230925,360,0.205008,447.0,658.0,583.0,1966.0,1146.0,741.0,852.0,1696.0,1882.0,2548.0
