year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.0,891.0,1112.0,1111.0,1157.0,1214.0,1123.0,873.0,1070.0,1031.0,1476.0
20211010,10,0.0,881.0,1106.0,1306.0,1296.0,1498.0,1228.0,1124.0,1051.0,1189.0,1359.0
20211013,13,0.0,796.0,856.0,980.0,980.0,1229.0,993.0,779.0,875.0,999.0,1251.0
20211023,23,0.0,1190.0,1135.0,1199.0,1247.0,1554.0,1302.0,941.0,1110.0,1061.0,1491.0
20211028,28,0.0,658.0,776.0,827.0,1004.0,909.0,767.0,730.0,885.0,879.0,1024.0
20211030,30,0.0,792.0,892.0,1021.0,951.0,1219.0,1238.0,1060.0,1116.0,943.0,1253.0
20211122,53,0.0,331.0,266.0,315.0,491.0,595.0,492.0,316.0,450.0,384.0,539.0
20211202,63,0.0,177.0,151.0,192.0,474.0,551.0,437.0,298.0,408.0,406.0,381.0
20220106,98,0.0,209.0,167.0,183.0,345.0,402.0,373.0,212.0,290.0,291.0,271.0
20220128,120,0.0,576.0,525.0,531.0,813.0,893.0,730.0,680.0,722.0,713.0,721.0
20220212,135,0.0,740.0,770.0,875.0,973.0,1034.0,858.0,883.0,735.0,996.0,1086.0
20220227,150,0.0,931.0,952.0,1122.0,977.0,1221.0,1099.0,875.0,1029.0,1103.0,1228.0
20220307,158,0.0,652.0,733.0,718.0,857.0,1139.0,1026.0,653.0,723.0,844.0,930.0
20220309,160,0.0,824.0,1042.0,1235.0,944.0,1262.0,1254.0,1073.0,1136.0,1026.0,1293.0
20220312,163,0.0,808.0,866.0,891.0,936.0,1227.0,1045.0,729.0,761.0,978.0,1015.0
20220314,165,0.0,917.0,1157.0,1302.0,1214.0,1330.0,1278.0,857.0,1022.0,982.0,1467.0
20220319,170,0.0,881.0,993.0,1240.0,1231.0,1654.0,1553.0,1259.0,1113.0,1307.0,1437.0
20220322,173,0.0,695.0,834.0,839.0,959.0,1274.0,1106.0,774.0,854.0,873.0,1017.0
20220324,175,0.0,939.0,1115.0,1313.0,1111.0,1646.0,1504.0,1225.0,1108.0,1062.0,1416.0
20220327,178,0.0,742.0,787.0,902.0,1026.0,1319.0,1350.0,981.0,1072.0,1001.0,1017.0
20220411,193,0.0,921.0,993.0,1157.0,1354.0,1757.0,1602.0,1263.0,1307.0,1272.0,1316.0
20220416,198,0.0,712.0,801.0,890.0,1155.0,1441.0,1387.0,1008.0,991.0,977.0,1065.0
20220418,200,0.0,903.0,1071.0,1190.0,1258.0,1655.0,1497.0,1280.0,1275.0,1202.0,1317.0
20220423,205,0.0,885.0,985.0,1116.0,1243.0,1764.0,1782.0,1259.0,1462.0,1434.0,1266.0
20220426,208,0.0,813.0,876.0,982.0,1174.0,1596.0,1572.0,1046.0,1155.0,1259.0,1151.0
20220503,215,0.0,1004.0,1158.0,1326.0,1429.0,1812.0,1605.0,1301.0,1326.0,1406.0,1554.0
20220508,220,0.0,864.0,1005.0,1161.0,1372.0,1813.0,1681.0,1137.0,1427.0,1464.0,1350.0
20220511,223,0.0,767.0,912.0,1068.0,1439.0,1878.0,1651.0,1279.0,1214.0,1248.0,1238.0
20220516,228,0.0,858.0,1023.0,1228.0,1574.0,1701.0,1541.0,1302.0,1372.0,1485.0,1438.0
20220518,230,0.0,939.0,1036.0,1357.0,1491.0,1910.0,1749.0,1389.0,1499.0,1398.0,1530.0
20220610,253,0.0,921.0,1039.0,1165.0,1342.0,1910.0,1735.0,1412.0,1481.0,1440.0,1515.0
20220622,265,0.0,987.0,1129.0,1268.0,1493.0,1820.0,1660.0,1357.0,1528.0,1477.0,1475.0
20220627,270,0.0,1019.0,1170.0,1372.0,1571.0,1975.0,1686.0,1268.0,1359.0,1497.0,1535.0
20220702,275,0.0,969.0,1122.0,1321.0,1608.0,2103.0,1980.0,1527.0,1618.0,1680.0,1494.0
20220712,285,0.0,1002.0,1251.0,1465.0,1674.0,1990.0,1711.0,1404.0,1427.0,1615.0,1578.0
20220720,293,0.0,883.0,1011.0,1143.0,1297.0,1914.0,1719.0,1304.0,1385.0,1236.0,1440.0
20220725,298,0.0,712.0,888.0,1061.0,1339.0,1764.0,1638.0,1227.0,1328.0,1315.0,1222.0
20220804,308,0.0,940.0,1133.0,1336.0,1332.0,1616.0,1497.0,1236.0,1337.0,1313.0,1365.0
20220809,313,0.0,901.0,998.0,1176.0,1268.0,1631.0,1497.0,1141.0,1203.0,1127.0,1333.0
20220811,315,0.0,1075.0,1156.0,1368.0,1616.0,2098.0,1753.0,1293.0,1477.0,1671.0,1609.0
20220930,365,0.0,1047.0,1143.0,1376.0,1409.0,1589.0,1279.0,1070.0,1279.0,1248.0,1609.0
