year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.034572,716.0,1121.0,993.0,2343.0,1843.0,1343.0,1374.0,1840.0,2194.0,2374.0
20211010,10,0.034572,734.0,1104.0,988.0,2451.0,1917.0,1448.0,1317.0,2040.0,2150.0,2433.0
20211013,13,0.034572,722.0,899.0,1012.0,2369.0,1733.0,1245.0,1218.0,2068.0,2129.0,2337.0
20211023,23,0.034572,742.0,965.0,916.0,2599.0,1776.0,1166.0,1383.0,1799.0,2202.0,2480.0
20211030,30,0.034572,625.0,928.0,986.0,2246.0,1752.0,1186.0,1292.0,1718.0,2006.0,2643.0
20211122,53,0.034572,435.0,582.0,774.0,1710.0,1463.0,963.0,989.0,1383.0,1423.0,1606.0
20220227,150,0.034572,919.0,964.0,1060.0,1708.0,1706.0,1321.0,1253.0,1441.0,1530.0,1564.0
20220307,158,0.034572,866.0,1132.0,1230.0,1869.0,2026.0,1723.0,1338.0,1611.0,1634.0,1745.0
20220309,160,0.034572,832.0,1062.0,1207.0,1859.0,2124.0,1769.0,1343.0,1523.0,1669.0,1799.0
20220312,163,0.034572,990.0,1292.0,1431.0,2069.0,2334.0,1989.0,1547.0,1796.0,1894.0,1957.0
20220314,165,0.034572,1070.0,1319.0,1494.0,2134.0,2406.0,2029.0,1520.0,1783.0,1903.0,2032.0
20220319,170,0.034572,1092.0,1417.0,1644.0,2258.0,2496.0,2167.0,1724.0,1943.0,2077.0,2218.0
20220322,173,0.034572,1100.0,1330.0,1563.0,2167.0,2438.0,2076.0,1683.0,1845.0,1997.0,2128.0
20220324,175,0.034572,1123.0,1431.0,1573.0,2149.0,2451.0,2090.0,1657.0,1838.0,1965.0,2162.0
20220327,178,0.034572,1137.0,1474.0,1732.0,2254.0,2493.0,2172.0,1706.0,1898.0,2058.0,2247.0
20220411,193,0.034572,1219.0,1749.0,1844.0,2307.0,2406.0,1966.0,1746.0,1935.0,2096.0,2325.0
20220416,198,0.034572,1042.0,1439.0,1586.0,2015.0,2054.0,1691.0,1505.0,1733.0,1828.0,2052.0
20220418,200,0.034572,1031.0,1432.0,1584.0,2316.0,2290.0,1955.0,1596.0,1966.0,2138.0,2141.0
20220426,208,0.034572,959.0,1497.0,1543.0,2423.0,2300.0,1944.0,1650.0,2057.0,2176.0,2391.0
20220503,215,0.034572,1025.0,1417.0,1500.0,2632.0,2306.0,1841.0,1603.0,2213.0,2406.0,2539.0
20220511,223,0.034572,953.0,1591.0,1486.0,2760.0,2457.0,1849.0,1715.0,2249.0,2547.0,2750.0
20220516,228,0.034572,973.0,1415.0,1430.0,2758.0,2204.0,1776.0,1528.0,2235.0,2511.0,2633.0
20220605,248,0.034572,1066.0,1669.0,1557.0,2926.0,2300.0,1841.0,1689.0,2381.0,2678.0,2801.0
20220622,265,0.034572,1035.0,1479.0,1460.0,2603.0,2395.0,1910.0,1558.0,2084.0,2343.0,2577.0
20220627,270,0.034572,979.0,1421.0,1686.0,2701.0,2401.0,1831.0,1560.0,2179.0,2454.0,2544.0
20220712,285,0.034572,976.0,1595.0,1621.0,2553.0,2372.0,1901.0,1540.0,2092.0,2279.0,2565.0
20220720,293,0.034572,1061.0,1558.0,1451.0,2459.0,2094.0,1534.0,1460.0,1995.0,2322.0,2298.0
20220725,298,0.034572,1000.0,1523.0,1421.0,2560.0,2287.0,1807.0,1494.0,2000.0,2236.0,2580.0
20220804,308,0.034572,977.0,1571.0,1463.0,2627.0,2308.0,1781.0,1588.0,2039.0,2411.0,2573.0
20220809,313,0.034572,969.0,1522.0,1729.0,2666.0,2371.0,1821.0,1624.0,2106.0,2506.0,2594.0
20220811,315,0.034572,1042.0,1430.0,1461.0,2731.0,2345.0,1813.0,1660.0,2277.0,2533.0,2572.0
20220816,320,0.034572,1108.0,1619.0,1519.0,2833.0,2251.0,1691.0,1558.0,2249.0,2590.0,2717.0
20220903,338,0.034572,974.0,1749.0,1464.0,2548.0,2268.0,1742.0,1619.0,2076.0,2305.0,2682.0
20220930,365,0.034572,761.0,1264.0,1144.0,2601.0,1976.0,1471.0,1386.0,2075.0,2205.0,2529.0
