year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.0,488.0,491.0,444.0,1107.0,874.0,567.0,663.0,870.0,984.0,818.0
20221030,30,0.0,446.0,481.0,388.0,1097.0,871.0,557.0,664.0,889.0,981.0,744.0
20221102,33,0.0,253.0,304.0,267.0,954.0,712.0,451.0,459.0,741.0,745.0,652.0
20221114,45,0.0,285.0,332.0,308.0,814.0,722.0,464.0,470.0,674.0,666.0,683.0
20230103,95,0.0,-13.0,-56.0,-109.0,56.0,78.0,33.0,-21.0,57.0,64.0,90.0
20230116,108,0.0,23.0,60.0,60.0,465.0,586.0,410.0,266.0,398.0,411.0,374.0
20230406,188,0.0,405.0,338.0,317.0,810.0,1035.0,814.0,480.0,638.0,748.0,484.0
20230421,203,0.0,465.0,492.0,420.0,950.0,990.0,768.0,585.0,797.0,879.0,572.0
20230503,215,0.0,509.0,553.0,545.0,1460.0,1269.0,975.0,878.0,1289.0,1264.0,847.0
20230508,220,0.0,566.0,581.0,525.0,1507.0,1300.0,988.0,824.0,1202.0,1433.0,897.0
20230513,225,0.0,553.0,622.0,638.0,1771.0,1363.0,983.0,757.0,1356.0,1475.0,863.0
20230526,238,0.0,518.0,526.0,484.0,1757.0,1212.0,841.0,745.0,1401.0,1509.0,813.0
20230528,240,0.0,614.0,644.0,681.0,1791.0,1401.0,994.0,821.0,1594.0,1596.0,959.0
20230605,248,0.0,598.0,559.0,531.0,1576.0,1210.0,864.0,726.0,1245.0,1473.0,867.0
20230607,250,0.0,1097.0,1296.0,1273.0,2278.0,1937.0,1416.0,1443.0,2070.0,2200.0,1903.0
20230622,265,0.0,994.0,1016.0,985.0,1876.0,1410.0,1049.0,1099.0,1604.0,1794.0,1496.0
20230715,288,0.0,657.0,587.0,552.0,1711.0,1298.0,903.0,702.0,1370.0,1658.0,940.0
20230816,320,0.0,605.0,662.0,589.0,1364.0,1259.0,851.0,612.0,1113.0,1266.0,804.0
20230819,323,0.0,461.0,510.0,455.0,1487.0,1027.0,755.0,618.0,1075.0,1237.0,796.0
20230824,328,0.0,446.0,432.0,421.0,1283.0,1018.0,642.0,584.0,909.0,1166.0,721.0
20230905,340,0.0,385.0,462.0,398.0,1197.0,1163.0,844.0,658.0,928.0,1066.0,622.0
20230908,343,0.0,387.0,391.0,314.0,1306.0,959.0,671.0,589.0,899.0,1084.0,633.0
20230910,345,0.0,400.0,440.0,424.0,1462.0,1156.0,810.0,660.0,1014.0,1184.0,657.0
20230915,350,0.0,415.0,380.0,357.0,1207.0,976.0,708.0,560.0,1129.0,1243.0,595.0
