year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20211008,8,0.971425,287.0,440.0,276.0,2600.0,965.0,439.0,622.0,1881.0,2363.0,2585.0
20211010,10,0.971425,177.0,343.0,202.0,2708.0,1109.0,487.0,566.0,2082.0,2461.0,2679.0
20211013,13,0.971425,216.0,338.0,211.0,2490.0,1006.0,440.0,575.0,1968.0,2360.0,2627.0
20211023,23,0.971425,251.0,440.0,313.0,2663.0,1216.0,569.0,863.0,2034.0,2408.0,2674.0
20211028,28,0.971425,248.0,416.0,256.0,1925.0,867.0,444.0,726.0,1396.0,1639.0,1792.0
20211030,30,0.971425,304.0,446.0,346.0,2182.0,1087.0,539.0,849.0,1638.0,1835.0,1955.0
20211202,63,0.971425,47.0,63.0,85.0,807.0,785.0,509.0,350.0,535.0,570.0,365.0
20220106,98,0.971425,59.0,74.0,40.0,485.0,559.0,431.0,242.0,348.0,390.0,340.0
20220121,113,0.971425,215.0,219.0,220.0,854.0,609.0,451.0,475.0,608.0,677.0,525.0
20220212,135,0.971425,322.0,273.0,280.0,756.0,811.0,591.0,465.0,620.0,662.0,726.0
20220307,158,0.971425,337.0,425.0,450.0,1132.0,1090.0,820.0,655.0,853.0,955.0,968.0
20220309,160,0.971425,407.0,439.0,506.0,1144.0,1200.0,881.0,706.0,924.0,1057.0,1028.0
20220312,163,0.971425,396.0,407.0,432.0,1043.0,1147.0,826.0,626.0,817.0,935.0,970.0
20220314,165,0.971425,427.0,458.0,536.0,1033.0,1120.0,844.0,624.0,850.0,944.0,1065.0
20220319,170,0.971425,506.0,565.0,659.0,1587.0,1586.0,1172.0,965.0,1272.0,1348.0,1427.0
20220322,173,0.971425,426.0,479.0,507.0,1074.0,1215.0,880.0,688.0,861.0,993.0,1076.0
20220324,175,0.971425,469.0,532.0,583.0,1315.0,1322.0,944.0,787.0,1033.0,1133.0,1219.0
20220329,180,0.971425,521.0,642.0,714.0,1473.0,1381.0,1019.0,920.0,1199.0,1352.0,1433.0
20220416,198,0.971425,444.0,571.0,576.0,1496.0,1178.0,822.0,810.0,1228.0,1399.0,1614.0
20220418,200,0.971425,404.0,577.0,577.0,1762.0,1379.0,939.0,916.0,1520.0,1624.0,1694.0
20220423,205,0.971425,420.0,615.0,517.0,2134.0,1524.0,913.0,918.0,1699.0,1930.0,1901.0
20220426,208,0.971425,365.0,582.0,483.0,2126.0,1287.0,860.0,964.0,1792.0,1912.0,1934.0
20220503,215,0.971425,365.0,582.0,440.0,2585.0,1459.0,834.0,880.0,2155.0,2474.0,2338.0
20220508,220,0.971425,288.0,565.0,399.0,3075.0,1485.0,809.0,942.0,2465.0,2880.0,2752.0
20220516,228,0.971425,513.0,811.0,594.0,3206.0,1441.0,853.0,1036.0,2431.0,2937.0,3078.0
20220518,230,0.971425,285.0,559.0,384.0,3404.0,1439.0,746.0,865.0,2568.0,3179.0,3100.0
20220605,248,0.971425,548.0,741.0,531.0,3505.0,1441.0,805.0,967.0,2621.0,3300.0,3545.0
20220610,253,0.971425,286.0,531.0,317.0,3596.0,1500.0,729.0,816.0,2724.0,3440.0,3585.0
20220622,265,0.971425,280.0,505.0,310.0,3486.0,1536.0,701.0,745.0,2485.0,3186.0,3432.0
20220627,270,0.971425,233.0,472.0,286.0,3444.0,1536.0,748.0,751.0,2489.0,3102.0,3332.0
20220702,275,0.971425,255.0,479.0,307.0,3633.0,1626.0,781.0,778.0,2606.0,3300.0,3581.0
20220712,285,0.971425,257.0,454.0,305.0,3414.0,1487.0,715.0,687.0,2557.0,3081.0,3342.0
20220720,293,0.971425,340.0,536.0,412.0,3167.0,1411.0,667.0,764.0,2275.0,2955.0,3098.0
20220725,298,0.971425,294.0,477.0,336.0,3038.0,1268.0,603.0,660.0,2109.0,2738.0,3059.0
20220804,308,0.971425,260.0,468.0,341.0,3113.0,1295.0,635.0,689.0,2257.0,2829.0,3050.0
20220809,313,0.971425,252.0,397.0,275.0,2917.0,1214.0,572.0,655.0,2036.0,2694.0,2956.0
20220811,315,0.971425,430.0,610.0,452.0,3374.0,1568.0,762.0,851.0,2489.0,3091.0,3152.0
20220816,320,0.971425,282.0,442.0,300.0,3139.0,1290.0,605.0,705.0,2415.0,2983.0,3203.0
20220903,338,0.971425,227.0,394.0,214.0,3264.0,1233.0,564.0,683.0,2293.0,2947.0,3142.0
20220930,365,0.971425,215.0,327.0,203.0,2964.0,1130.0,472.0,605.0,2200.0,2722.0,2815.0
