year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.0,581.0,821.0,546.0,3111.0,1543.0,848.0,1119.0,2641.0,2891.0,3273.0
20221030,30,0.0,601.0,814.0,531.0,2922.0,1588.0,846.0,1018.0,2521.0,2699.0,3151.0
20221102,33,0.0,753.0,899.0,788.0,2522.0,1630.0,1260.0,1207.0,2081.0,2296.0,2657.0
20221114,45,0.0,505.0,761.0,481.0,3009.0,1500.0,885.0,1041.0,2466.0,2578.0,3142.0
20221127,58,0.0,377.0,629.0,360.0,2853.0,1409.0,815.0,1060.0,2274.0,2727.0,3035.0
20230116,108,0.0,309.0,637.0,474.0,2544.0,1556.0,949.0,1096.0,2220.0,2397.0,3009.0
20230421,203,0.0,557.0,714.0,626.0,2708.0,1526.0,959.0,1088.0,2225.0,2508.0,2504.0
20230503,215,0.0,377.0,670.0,535.0,2908.0,1541.0,1012.0,1094.0,2399.0,2727.0,2812.0
20230508,220,0.0,399.0,661.0,522.0,2956.0,1505.0,984.0,996.0,2394.0,2718.0,2911.0
20230513,225,0.0,433.0,681.0,572.0,2854.0,1531.0,997.0,1058.0,2398.0,2767.0,2882.0
20230526,238,0.0,587.0,829.0,860.0,2377.0,1908.0,1333.0,1276.0,1934.0,2215.0,2248.0
20230528,240,0.0,522.0,774.0,830.0,2176.0,1866.0,1327.0,1194.0,1830.0,1968.0,2226.0
20230605,248,0.0,631.0,884.0,940.0,2377.0,1956.0,1352.0,1344.0,1941.0,2197.0,2148.0
20230607,250,0.0,573.0,750.0,843.0,1960.0,1561.0,955.0,1085.0,1583.0,1758.0,1853.0
20230707,280,0.0,536.0,733.0,670.0,2369.0,1684.0,1134.0,980.0,1927.0,2215.0,2347.0
20230712,285,0.0,557.0,523.0,407.0,756.0,437.0,267.0,468.0,643.0,722.0,690.0
20230816,320,0.0,418.0,674.0,523.0,2522.0,1524.0,912.0,975.0,2074.0,2340.0,2495.0
20230819,323,0.0,496.0,753.0,619.0,2603.0,1442.0,945.0,990.0,2131.0,2433.0,2673.0
20230824,328,0.0,451.0,633.0,542.0,2847.0,1563.0,924.0,965.0,2303.0,2719.0,2586.0
20230905,340,0.0,348.0,604.0,460.0,3108.0,1581.0,906.0,886.0,2460.0,2843.0,3031.0
20230908,343,0.0,438.0,707.0,554.0,2346.0,1582.0,978.0,952.0,1892.0,2091.0,2611.0
20230910,345,0.0,392.0,642.0,573.0,2424.0,1694.0,1031.0,932.0,1797.0,2181.0,2488.0
20230915,350,0.0,384.0,623.0,509.0,2174.0,1518.0,943.0,866.0,1754.0,1963.0,2464.0
20230925,360,0.0,452.0,646.0,520.0,2093.0,1503.0,978.0,888.0,1707.0,1909.0,2424.0
