year,doy,label,BLU,GRN,RED,NIR,SW1,SW2,RE1,RE2,RE3,BNR
20221028,28,0.152957,929.0,1062.0,1048.0,1921.0,1436.0,923.0,1178.0,1657.0,1740.0,1916.0
20221030,30,0.152957,916.0,1043.0,1065.0,1977.0,1560.0,1025.0,1170.0,1717.0,1784.0,1786.0
20221102,33,0.152957,583.0,715.0,777.0,1917.0,1342.0,866.0,1075.0,1578.0,1691.0,2056.0
20221114,45,0.152957,626.0,859.0,949.0,2123.0,1511.0,1026.0,1205.0,1670.0,1774.0,2289.0
20221127,58,0.152957,374.0,565.0,644.0,1519.0,1198.0,782.0,888.0,1105.0,1212.0,1755.0
20230116,108,0.152957,341.0,474.0,472.0,1266.0,1246.0,850.0,734.0,891.0,1075.0,1259.0
20230421,203,0.152957,891.0,1028.0,978.0,1580.0,1519.0,1226.0,1142.0,1348.0,1448.0,1505.0
20230503,215,0.152957,632.0,956.0,688.0,2102.0,1679.0,1254.0,1233.0,1970.0,2104.0,2405.0
20230508,220,0.152957,551.0,946.0,537.0,2382.0,1671.0,1150.0,1155.0,2167.0,2249.0,2765.0
20230513,225,0.152957,1058.0,1439.0,1333.0,2807.0,1859.0,1270.0,1729.0,2627.0,2834.0,3031.0
20230526,238,0.152957,669.0,879.0,705.0,2609.0,1639.0,1042.0,1083.0,2251.0,2522.0,2845.0
20230528,240,0.152957,580.0,829.0,646.0,2717.0,1747.0,1125.0,1040.0,2170.0,2615.0,2997.0
20230605,248,0.152957,673.0,881.0,724.0,2507.0,1623.0,1092.0,1051.0,1997.0,2387.0,2736.0
20230607,250,0.152957,742.0,896.0,759.0,2812.0,1879.0,1254.0,1173.0,2165.0,2647.0,3076.0
20230707,280,0.152957,594.0,733.0,637.0,2647.0,1700.0,1111.0,916.0,2026.0,2474.0,2658.0
20230816,320,0.152957,541.0,736.0,549.0,2398.0,1474.0,895.0,827.0,1803.0,2137.0,2358.0
20230819,323,0.152957,597.0,743.0,615.0,2093.0,1270.0,837.0,851.0,1668.0,1876.0,2190.0
20230824,328,0.152957,564.0,774.0,606.0,2274.0,1360.0,861.0,926.0,1691.0,2063.0,2328.0
20230905,340,0.152957,489.0,694.0,555.0,2254.0,1403.0,900.0,784.0,1716.0,2048.0,2393.0
20230908,343,0.152957,555.0,740.0,578.0,2071.0,1308.0,861.0,868.0,1661.0,1865.0,2256.0
20230910,345,0.152957,581.0,707.0,593.0,2276.0,1402.0,885.0,815.0,1750.0,2094.0,2277.0
20230915,350,0.152957,551.0,703.0,567.0,2310.0,1355.0,795.0,804.0,1689.0,2077.0,2210.0
20230925,360,0.152957,663.0,762.0,668.0,2252.0,1385.0,865.0,868.0,1719.0,2052.0,2124.0
